"address","suburb","land_area","price"
"113 Chrysostom Street, Trigg","Trigg",506,1280000
"113 Clydebank Crescent, Kinross","Kinross",600,620000
"113 Crawford Road, Maylands","Maylands",511,842000
"113 Darlington Road, Darlington","Darlington",1880,721750
"113 Delgado Parade, Iluka","Iluka",381,780000
"113 Dovedale Street, Harrisdale","Harrisdale",375,460000
"113 Dulwich Street, Beckenham","Beckenham",694,410000
"113 Fruit Tree Crescent, Forrestfield","Forrestfield",681,500000
"113 Girrawheen Avenue, Girrawheen","Girrawheen",725,340000
"113 Gradient Way, Beldon","Beldon",691,506500
"113 Hampton Road, South Fremantle","South Fremantle",488,830137
"113 Harrington Waters Drive, Waikiki","Waikiki",581,405000
"113 Honeywood Avenue, Wandi","Wandi",450,525000
"113 Hope Street, White Gum Valley","White Gum Valley",1037,580000
"113 Main Street, Osborne Park","Osborne Park",1012,780000
"113 Malibu Road, Safety Bay","Safety Bay",690,258000
"113 Naturaliste Boulevard, Iluka","Iluka",331,587000
"113 Pascoe Street, Karrinyup","Karrinyup",728,1500000
"113 Rookwood Street, Menora","Menora",762,875000
"113 Rosegreen Avenue, Butler","Butler",335,335000
"113 Roxburghe Drive, The Vines","The Vines",612,560000
"113 Sacramento Avenue, Beechboro","Beechboro",700,372500
"113 Stoneham Road, Attadale","Attadale",835,1500000
"113 Stubbs Terrace, Daglish","Daglish",614,1002000
"113 Torquata Boulevard, Helena Valley","Helena Valley",2237,780000
"113 Willcox Street, Chidlow","Chidlow",1518,394000
"113A Gloucester Crescent, Shoalwater","Shoalwater",394,590000
"113A Hampton Road, South Fremantle","South Fremantle",286,750000
"113A Lefroy Road, Beaconsfield","Beaconsfield",865,567000
"113B Hampton Road, South Fremantle","South Fremantle",1391,730000
"113B Rochdale Road, Mount Claremont","Mount Claremont",513,780000
"113B Watkins Street, White Gum Valley","White Gum Valley",380,890000
"113c Star Street, Carlisle","Carlisle",332,495000
"114 Alma Road, North Perth","North Perth",284,1050000
"114 Arnott Street, Trigg","Trigg",507,895000
"114 Bordeaux Lane, The Vines","The Vines",1080,590000
"114 Broadway, Bassendean","Bassendean",848,321000
"114 Carosa Road, Ashby","Ashby",574,500000
"114 Coolibah Drive, Greenwood","Greenwood",812,540000
"114 Fisher Street, Rockingham","Rockingham",430,385000
"114 Fremantle Road, Gosnells","Gosnells",921,280000
"114 Hardey Road, Glen Forrest","Glen Forrest",2400,685000
"114 Hodgson Street, Tuart Hill","Tuart Hill",299,425000
"114 Innamincka Road, Greenmount","Greenmount",900,580000
"114 Naturaliste Boulevard, Iluka","Iluka",438,735000
"114 Old York Road, Greenmount","Greenmount",1101,558000
"114 PANNAGE Way, Brabham","Brabham",540,500000
"114 Paterson Street, Mundijong","Mundijong",850,380000
"114 Preston Point Road, East Fremantle","East Fremantle",736,1675000
"114 Rosalie Street, Shenton Park","Shenton Park",652,1600000
"114 Salvado Road, Wembley","Wembley",852,850000
"114 Secret Harbour Boulevard, Secret Harbour","Secret Harbour",775,490000
"114 Shakespeare Street, Mount Hawthorn","Mount Hawthorn",453,1201500
"114 South Western Highway, Mount Richon","Mount Richon",1011,380000
"114 Waddell Road, Bicton","Bicton",1013,1260000
"114 Waterhall Road, South Guildford","South Guildford",641,455000
"114 Wright Road, Harrisdale","Harrisdale",818,980000
"114A Brompton Road, Wembley Downs","Wembley Downs",440,1372000
"114A St Leonards Avenue, West Leederville","West Leederville",376,1620000
"114B Brompton Road, Wembley Downs","Wembley Downs",572,1505000
"115 BALLADONG LOOP, Carramar","Carramar",608,535000
"115 Flinders Avenue, Hillarys","Hillarys",766,825000
"115 Forrest Street, Peppermint Grove","Peppermint Grove",987,2150000
"115 Gateway Boulevard, Canning Vale","Canning Vale",550,570000
"115 Glyde Street, Mosman Park","Mosman Park",551,2100000
"115 Grovedale Road, Floreat","Floreat",734,1550000
"115 Hampton Road, South Fremantle","South Fremantle",280,700000
"115 Jacaranda Drive, Ballajura","Ballajura",746,500000
"115 Litchfield Circle, Wandi","Wandi",388,450000
"115 Maamba Road, Wattle Grove","Wattle Grove",589,581888
"115 Milina Street, Hillman","Hillman",683,318500
"115 Oats Street, Carlisle","Carlisle",357,570000
"115 Pearce Street, Sawyers Valley","Sawyers Valley",2091,475000
"115 Ponte Vecchio Boulevard, Ellenbrook","Ellenbrook",450,430000
"115 Powell Street, Joondanna","Joondanna",607,825000
"115 Princess Road, Doubleview","Doubleview",846,1130000
"115 Stafford Road, Kenwick","Kenwick",694,310000
"115 Widgee Road, Noranda","Noranda",1084,445000
"115 Willcox Street, Chidlow","Chidlow",1518,322500
"1156 Almeria Parade, Bullsbrook","Bullsbrook",1024,215000
"115B Crawford Street, East Cannington","East Cannington",474,475000
"116 Arcadia Drive, Shoalwater","Shoalwater",788,1225000
"116 Arnott Street, Trigg","Trigg",507,1085000
"116 Balladong Loop, Carramar","Carramar",737,445000
"116 Boatwright Avenue, Haynes","Haynes",300,159000
"116 Calista Avenue, Calista","Calista",365,160000
"116 Cockman Cross, Stratton","Stratton",484,380000
"116 Derry Avenue, Mount Nasura","Mount Nasura",1009,360000
"116 Glyde Street, Mosman Park","Mosman Park",708,2400000
"116 Jersey Street, Jolimont","Jolimont",419,1455000
"116 Kitchener Road, Alfred Cove","Alfred Cove",829,770000
"116 Ladywell Street, Beckenham","Beckenham",540,415000
"116 Lindsay Beach Boulevard, Yanchep","Yanchep",504,328000
"116 Oceanside Promenade, Mullaloo","Mullaloo",792,1283000
"116 Old York Road, Greenmount","Greenmount",2027,400000
"116 Paterson Street, Mundijong","Mundijong",850,365000
"116 Rossini Circle, Ellenbrook","Ellenbrook",571,387000
"116 Seagrove Boulevard, Merriwa","Merriwa",455,330000
"116A Hubert Street, East Victoria Park","East Victoria Park",263,560000
"117 Belmont Road, Kenwick","Kenwick",883,204600
"117 Birnam Road, Canning Vale","Canning Vale",555,630000
"117 Bottlebrush Drive, Kiara","Kiara",686,190000
"117 Bridgeman Drive, Bennett Springs","Bennett Springs",510,693000
"117 Burrendah Boulevard, Willetton","Willetton",702,635000
"117 Camarino Drive, Woodvale","Woodvale",705,618500
"117 Campion Avenue, Balcatta","Balcatta",253,325000
"117 Dorchester Avenue, Warwick","Warwick",771,645000
"117 Eucalyptus Boulevard, Canning Vale","Canning Vale",742,600000
"117 Forrest Street, North Perth","North Perth",508,1000000
"117 Giles Avenue, Padbury","Padbury",687,497000
"117 Girraween Street, Armadale","Armadale",714,229000
"117 High Street, Sorrento","Sorrento",712,730000
"117 Lissadell Street, Floreat","Floreat",809,2000000
"117 Meares Avenue, Parmelia","Parmelia",766,253800
"117 Milina Street, Hillman","Hillman",683,312000
"117 Millbrook Avenue, Bertram","Bertram",208,305000
"117 Seacrest Drive, Sorrento","Sorrento",757,880000
"117 Swan Street, Tuart Hill","Tuart Hill",550,755000
"117 Thundelarra Drive, Golden Bay","Golden Bay",310,340000
"117 Venturi Drive, Ocean Reef","Ocean Reef",749,949000
"117 Wright Road, Mardella","Mardella",2233,700000
"117A Fern Road, Wilson","Wilson",475,685000
"117A Gladstone Road, Rivervale","Rivervale",816,380000
"117B Seagrove Boulevard, Merriwa","Merriwa",438,358000
"118 Alfreda Avenue, Noranda","Noranda",435,505000
"118 Arcadia Drive, Shoalwater","Shoalwater",788,1100000
"118 Beasley Road, Leeming","Leeming",735,735000
"118 Boatwright Avenue, Haynes","Haynes",355,175000
"118 Bridgewater Drive, Kallaroo","Kallaroo",683,280000
"118 Buxton Street, Mount Hawthorn","Mount Hawthorn",490,1295000
"118 Dalrymple Drive, Leda","Leda",553,255000
"118 Duffy Road, Carine","Carine",683,725000
"118 Eric Street, Cottesloe","Cottesloe",820,1950000
"118 Glen Iris Drive, Jandakot","Jandakot",720,900000
"118 Hayes Avenue, Yokine","Yokine",350,700250
"118 Heytesbury Road, Subiaco","Subiaco",443,1375000
"118 Kinross Drive, Kinross","Kinross",621,435000
"118 Lacey Street, Beckenham","Beckenham",972,266000
"118 Lefroy Road, Beaconsfield","Beaconsfield",512,795000
"118 Matheson Road, Ascot","Ascot",1082,680000
"118 Naturaliste Boulevard, Iluka","Iluka",389,670000
"118 PANNAGE Way, Brabham","Brabham",480,450000
"118 Paramatta Road, Doubleview","Doubleview",846,1375000
"118 Rosalie Street, Shenton Park","Shenton Park",326,980000
"118 Scott Street, Boya","Boya",1900,540000
"118 The Broadview, Landsdale","Landsdale",663,480000
"118 Walpole Street, Bentley","Bentley",820,576000
"118 Warrandyte Drive, Craigie","Craigie",783,485000
"118 Watkins Street, White Gum Valley","White Gum Valley",1040,630000
"118 Wood Street, Inglewood","Inglewood",562,920000
"118a Toorak Road, Rivervale","Rivervale",454,920000
"119 Balga Avenue, Balga","Balga",728,292500
"119 Bottlebrush Drive, Kiara","Kiara",687,410000
"119 Carosa Road, Ashby","Ashby",625,395000
"119 Coolibah Drive, Greenwood","Greenwood",745,480000
"119 Federation Street, Mount Hawthorn","Mount Hawthorn",429,1420000
"119 Hale Road, Wembley Downs","Wembley Downs",1012,1250000
"119 Jackson Avenue, Karrinyup","Karrinyup",308,855000
"119 Kingsley Drive, Kingsley","Kingsley",680,585000
"119 Maamba Road, Wattle Grove","Wattle Grove",585,690000
"119 Mullaloo Drive, Mullaloo","Mullaloo",776,700000
"119 Ridgewood Boulevard, Ridgewood","Ridgewood",603,517000
"119 Rochdale Road, Mount Claremont","Mount Claremont",1012,1400000
"119 Spencer Road, Langford","Langford",738,360000
"119 Thomas Street, East Cannington","East Cannington",1013,237500
"119 Tower Street, West Leederville","West Leederville",410,685000
"119 Wright Road, Mardella","Mardella",2236,750000
"119A Alice Street, Doubleview","Doubleview",255,655000
"119A Edward Street, Bedford","Bedford",983,640000
"119a South Street, Beaconsfield","Beaconsfield",858,760000
"119B Hamilton Street, Stirling","Stirling",450,490000
"11A Alperton Court, Kingsley","Kingsley",415,430000
"11A Balfour Street, Cottesloe","Cottesloe",405,1450000
"11A Bergall Court, Ferndale","Ferndale",1147,400000
"11a Braunton Street, Bicton","Bicton",465,1425000
"11A Broun Avenue, Bedford","Bedford",580,643000
"11A Claughton Way, Bassendean","Bassendean",312,445000
"11A Craigie Crescent, Manning","Manning",388,565000
"11A Cromer Road, Brentwood","Brentwood",365,710000
"11A Croydon Avenue, Yokine","Yokine",270,528000
"11A Damson Grove, Armadale","Armadale",1050,224000
"11A Fairlight Street, Mosman Park","Mosman Park",430,1030000
"11A Gold Street, South Fremantle","South Fremantle",261,820000
"11A Harwood Street, Hilton","Hilton",481,585000
"11a Hayburn Street, Scarborough","Scarborough",354,817500
"11A Hermione Way, Coolbellup","Coolbellup",500,441500
"11A Hidden Court, Glen Forrest","Glen Forrest",1012,580000
"11A Hope Street, White Gum Valley","White Gum Valley",365,930000
"11A Latham Street, Alfred Cove","Alfred Cove",588,1015000
"11A Macrae Road, Applecross","Applecross",489,920000
"11a Mary Street, Hazelmere","Hazelmere",1358,650000
"11A Mayfield Street, Westminster","Westminster",396,360000
"11A Murray Avenue, Mosman Park","Mosman Park",165,690000
"11A Newbridge Place, Shelley","Shelley",421,845000
"11A Radici Link, Sinagra","Sinagra",302,321000
"11A Reed Road, Attadale","Attadale",522,1250000
"11A Roanoke Grove, Connolly","Connolly",471,445000
"11A Shirley Avenue, Mount Pleasant","Mount Pleasant",645,1000000
"11A Ventnor Avenue, Mount Pleasant","Mount Pleasant",456,850000
"11a Wesley Street, South Fremantle","South Fremantle",288,870000
"11A Wilgerup Place, Hillman","Hillman",581,352000
"11a Wilmore Close, Woodvale","Woodvale",902,575000
"11B Baystone Parade, Harrisdale","Harrisdale",378,365000
"11b Blackall Mews, Piara Waters","Piara Waters",334,376000
"11B Boxley Place, Langford","Langford",305,410000
"11B Cedar Way, Forrestfield","Forrestfield",1161,430000
"11B Cestrum Rise, South Lake","South Lake",501,240000
"11B Frederick Street, Shoalwater","Shoalwater",1121,275000
"11B Homestead Gardens, Edgewater","Edgewater",425,401000
"11B Kingsmill Street, Claremont","Claremont",283,1460000
"11B Mattingley Heights, Murdoch","Murdoch",359,625000
"11B Mclarty Street, Cloverdale","Cloverdale",533,440000
"11B Murray Avenue, Mosman Park","Mosman Park",165,800000
"11b Oliver Street, Scarborough","Scarborough",410,1150000
"11b Phillips Court, Kiara","Kiara",472,392500
"11B Radici Link, Sinagra","Sinagra",302,424000
"11b Riley Road, Riverton","Riverton",444,490000
"11B Tea Tree Way, Thornlie","Thornlie",320,324000
"11B Welwyn Avenue, Manning","Manning",799,1007500
"11C Macrae Road, Applecross","Applecross",405,1355000
"12 Abadan Road, Southern River","Southern River",302,375000
"12 Adana Elbow, Kenwick","Kenwick",540,470000
"12 Adelina Court, Camillo","Camillo",734,325000
"12 Adler Street, Ashby","Ashby",540,440000
"12 Adonis Street, Mundijong","Mundijong",2023,575000
"12 Agnes Street, Beaconsfield","Beaconsfield",200,753000
"12 Akita Court, Merriwa","Merriwa",579,285000
"12 Alandale Road, Greenmount","Greenmount",1421,500000
"12 Aldridge Road, Brentwood","Brentwood",322,730000
"12 Alice Road, Port Kennedy","Port Kennedy",605,425000
"12 Allamanda Drive, South Lake","South Lake",750,487000
"12 Allanson Retreat, Gwelup","Gwelup",571,715000
"12 Alsace Avenue, Caversham","Caversham",694,400000
"12 Alumni Terrace, Churchlands","Churchlands",259,1200000
"12 Ameer Crescent, Bertram","Bertram",570,353000
"12 Amethyst Crescent, Mount Richon","Mount Richon",705,365000
"12 Amethyst Place, Maida Vale","Maida Vale",561,415000
"12 Amsterdam Crescent, Alkimos","Alkimos",375,400000
"12 Araluen Bend, Aubin Grove","Aubin Grove",711,795000
"12 Arkose Crescent, Harrisdale","Harrisdale",403,525000
"12 Arno Lane, Success","Success",495,440000
"12 Artane Court, Waterford","Waterford",1099,1450000
"12 Arundale Crescent, Wembley Downs","Wembley Downs",802,1180000
"12 Ashton Rise, Woodvale","Woodvale",709,630000
"12 Aswan View, Joondalup","Joondalup",243,560000
"12 Atkins Way, Eden Hill","Eden Hill",691,390000
"12 Atkinson Court, Stratton","Stratton",587,325000
"12 Atlantic Boulevard, Canning Vale","Canning Vale",715,560000
"12 Aurora Drive, Atwell","Atwell",734,990000
"12 Avalon Lane, Wattle Grove","Wattle Grove",455,520000
"12 Baddesley Street, Butler","Butler",620,485000
"12 Bagatelle Road, Landsdale","Landsdale",544,560000
"12 Bailey Place, Beechboro","Beechboro",696,429000
"12 Baldessin Avenue, Harrisdale","Harrisdale",576,515000
"12 Baler Court, Hammond Park","Hammond Park",608,550000
"12 Baloo Place, Koongamia","Koongamia",674,285000
"12 Band Street, Lathlain","Lathlain",784,830000
"12 Banjong Street, Martin","Martin",385,240000
"12 Barang Circuit, Karawara","Karawara",580,1360000
"12 Barbary Road, High Wycombe","High Wycombe",907,340000
"12 Barcelona Terrace, Hocking","Hocking",556,490000
"12 Barclay Way, Aveley","Aveley",388,330000
"12 Barcoo Close, Sinagra","Sinagra",583,435000
"12 Bardoc Court, Hillman","Hillman",698,360000
"12 Barker Road, Subiaco","Subiaco",437,1275000
"12 Barlee Street, Mount Lawley","Mount Lawley",273,840000
"12 Barquentine Avenue, Jindalee","Jindalee",838,1150000
"12 Barrington Avenue, Champion Lakes","Champion Lakes",420,390000
"12 Barro Bend, Yanchep","Yanchep",330,299000
"12 Barwon Heads Terrace, Connolly","Connolly",793,675000
"12 Batt Drive, Brookdale","Brookdale",539,279500
"12 Batten Street, Coolbellup","Coolbellup",790,610000
"12 BAYEUX AVENUE, Port Kennedy","Port Kennedy",703,500000
"12 Beagle Street, Mosman Park","Mosman Park",1064,1410000
"12 Beddi Road, Duncraig","Duncraig",716,915000
"12 Belfry Way, Wattle Grove","Wattle Grove",512,595000
"12 Belham Street, Bayswater","Bayswater",668,700000
"12 Bellier Place, Hamilton Hill","Hamilton Hill",993,477000
"12 Bellinger Place, Success","Success",609,555000
"12 Berkeley Avenue, Nollamara","Nollamara",895,580000
"12 Bertal Way, Balcatta","Balcatta",728,540000
"12 Bessell Avenue, Como","Como",1012,1650000
"12 Bickley Crescent, Manning","Manning",856,1250000
"12 Billing Way, Caversham","Caversham",518,537000
"12 Binnia Mews, Harrisdale","Harrisdale",433,467000
"12 Birchwood Court, South Lake","South Lake",508,376000
"12 Blackwood Drive, Mount Nasura","Mount Nasura",1517,690000
"12 Blakey Street, Waikiki","Waikiki",781,595000
"12 Blancoa Lane, Stirling","Stirling",448,1450000
"12 Blaven Way, Ardross","Ardross",728,1685000
"12 Blaxland Avenue, Two Rocks","Two Rocks",830,335000
"12 Bluebell Way, Bibra Lake","Bibra Lake",700,600000
"12 Bluebush Avenue, Beeliar","Beeliar",350,423000
"12 Bogue Way, Port Kennedy","Port Kennedy",574,440000
"12 Bonaparte Drive, Secret Harbour","Secret Harbour",544,369000
"12 Borough Road, Baldivis","Baldivis",568,345000
"12 Boulter Street, Willagee","Willagee",559,734000
"12 Boyle Road, Ridgewood","Ridgewood",540,438500
"12 Braemar Rise, Bibra Lake","Bibra Lake",712,690000
"12 Brassey Street, Swanbourne","Swanbourne",607,1865000
"12 Breaksea Way, Ridgewood","Ridgewood",592,466000
"12 Brearley Street, Bullsbrook","Bullsbrook",688,318000
"12 Bridge Street, Wilson","Wilson",792,340000
"12 Briggs Court, Beaconsfield","Beaconsfield",837,529000
"12 Bristow Street, Haynes","Haynes",336,162000
"12 Britomart Grove, Stratton","Stratton",525,360000
"12 Brittain Avenue, Madeley","Madeley",616,650000
"12 Brittain Road, Wattle Grove","Wattle Grove",705,535000
"12 Bromley Road, Hilton","Hilton",756,535000
"12 Brookman Avenue, Langford","Langford",503,378000
"12 Bullara Road, Craigie","Craigie",683,480000
"12 Buller Street, Inglewood","Inglewood",266,490000
"12 Bunyan Close, Spearwood","Spearwood",826,460000
"12 Burke Street, Mount Helena","Mount Helena",2024,555000
"12 Burnett Street, Wattle Grove","Wattle Grove",656,165000
"12 Burnettia Lane, Mount Claremont","Mount Claremont",318,1077000
"12 Bursaria Crescent, Ferndale","Ferndale",769,500000
"12 Caladenia Way, Koongamia","Koongamia",655,320000
"12 Calendia Way, Dayton","Dayton",481,479000
"12 Callistemon Close, Helena Valley","Helena Valley",675,585000
"12 Calvert Loop, Hilbert","Hilbert",576,417500
"12 Cambria Street, Kallaroo","Kallaroo",683,650000
"12 Camellia Loop, Forrestfield","Forrestfield",604,441000
"12 Camm Place, Beechboro","Beechboro",772,414500
"12 Candlestick Brace, Dayton","Dayton",479,495000
"12 Cape Range Crescent, Aubin Grove","Aubin Grove",728,680000
"12 Capella Pass, Warnbro","Warnbro",999,580000
"12 Cara Road, Greenmount","Greenmount",1036,428000
"12 Caracara Way, Bennett Springs","Bennett Springs",544,444000
"12 Carawatha Road, Parkerville","Parkerville",1011,400000
"12 Carey Street, Kensington","Kensington",420,960000
"12 Carmick Way, Ferndale","Ferndale",688,156000
