ADDRESS,BEDROOMS
"2 Curlewis Street, Huntingdale",4
"2 Cygnus Parade, Waterford",4
"2 Dampier Avenue, City Beach",5
"2 Danehill Place, Balga",3
"2 Darling Street, South Perth",5
"2 Darter Close, Beeliar",4
"2 David Close, Osborne Park",3
"2 Davis Street, Ascot",3
"2 Denny Way, Alfred Cove",2
"2 Dew Street, Forrestdale",4
"2 Disney Street, Brentwood",3
"2 Diver Cove, Yangebup",4
"2 Dolphin Way, Yangebup",3
"2 Doral Place, Connolly",4
"2 Dornie Place, Ardross",4
"2 Drammen Elbow, Merriwa",4
"2 Draper Road, Mahogany Creek",3
"2 Drury Court, Marmion",5
"2 Dryandra Drive, Mirrabooka",4
"2 Drysdale Street, Eden Hill",3
"2 Dublin Lane, Canning Vale",4
"2 Dunedin Chase, Hocking",4
"2 Dunkeld Street, Floreat",4
"2 Duval Road, Darlington",3
"2 Duxford Street, Butler",5
"2 Dyer Way, Salter Point",3
"2 Eaglehawk Grove, Brookdale",4
"2 Earnshaw Loop, Leeming",4
"2 East Lorne Street, Floreat",4
"2 East Road, Shoalwater",3
"2 Easton Court, Boya",3
"2 Edgewater Road, Salter Point",4
"2 Elbrus Way, Caversham",4
"2 Elizabeth Street, White Gum Valley",3
"2 Elm Street, Hamersley",3
"2 Elstree Avenue, Menora",4
"2 Enlie Lane, Warnbro",4
"2 Epping Grove, Kallaroo",3
"2 Erica Court, Stoneville",4
"2 Est Lane, Ashby",3
"2 Esther Place, Gosnells",3
"2 Eton Street, North Perth",3
"2 Etwell Street, East Victoria Park",4
"2 Fantome Road, Craigie",3
"2 Farrier Court, Wellard",4
"2 FEATHERFLOWER Avenue, Dayton",4
"2 Fenian Pass, Hillarys",3
"2 Ferndale Street, Floreat",3
"2 Fernridge Cove, Ascot",4
"2 FERTITO Entrance, Success",3
"2 Finch Mews, Serpentine",5
"2 Finn Court, Singleton",5
"2 Flametree Place, Beechboro",5
"2 Flemming Court, Forrestdale",4
"2 Fleuve Lane, Henley Brook",4
"2 Flinders Street, Mount Hawthorn",4
"2 Flyer Street, Yanchep",4
"2 Foreshore Entrance, Wilson",4
"2 Foster Court, Calista",3
"2 Foston Street, Carine",4
"2 Fourmile Avenue, Burns Beach",4
"2 Fourth Avenue, Kensington",2
"2 Frampton Crescent, Canning Vale",4
"2 Fran Court, Merriwa",4
"2 Freedman Road, Menora",3
"2 Frithville Road, Balcatta",3
"2 Fusus Lane, Jindalee",4
"2 Gallagher Way, Wattle Grove",4
"2 Galpini Place, Mirrabooka",4
"2 Galway Grove, Waterford",5
"2 Gannon Glen, Mundaring",4
"2 Garrett Way, Clarkson",3
"2 Garvey Street, Waterford",3
"2 Gazania Grove, Yangebup",3
"2 Gelderland Entrance, Stratton",3
"2 Gemina Avenue, Wattle Grove",4
"2 Gemsarna Crescent, Kelmscott",4
"2 Gidgi Way, Wanneroo",4
"2 Gilbert Place, Willagee",4
"2 Gilbert Road, Duncraig",3
"2 Gilders Place, Bayswater",4
"2 Gillon Street, Karawara",4
"2 Gilmore Avenue, Medina",2
"2 Glasnevin Court, Waterford",5
"2 Glenbawn Drive, South Lake",3
"2 Glenview Place, Helena Valley",4
"2 Goline Court, Hillman",3
"2 Grace Pass, Bennett Springs",4
"2 Graduate Place, Marangaroo",4
"2 Grassbird Parade, Gwelup",5
"2 Grassington Entrance, Hocking",3
"2 Greendale Place, Kelmscott",3
"2 Greenoak Place, Woodvale",4
"2 Greig Court, Marmion",4
"2 Grenville Avenue, Sorrento",6
"2 Grimbsy Close, Kenwick",4
"2 Gumnut Close, Maida Vale",5
"2 Gun Court, Leda",3
"2 Hack Lane, Haynes",3
"2 Halfpenny Chase, Iluka",4
"2 Harford Avenue, Viveash",4
"2 Harley Street, Belmont",2
"2 Harley Way, Medina",3
"2 Harmony Avenue, Atwell",4
"2 Harold Street, Glen Forrest",3
"2 Harrier Close, Huntingdale",3
"2 Harris Place, Jarrahdale",4
"2 Harrow Place, Parkwood",5
"2 Hartz Way, Wandi",4
"2 Harvey Street, Peppermint Grove",4
"2 Haslemere Drive, Mount Nasura",4
"2 Hayling Road, Iluka",5
"2 Hayward Road, Martin",3
"2 Hazelmere Circus, Hazelmere",4
"2 Hedges Retreat, Atwell",4
"2 Hedland Street, East Victoria Park",3
"2 Hedley Street, Bentley",4
"2 Henbury Court, Connolly",4
"2 Henderson Drive, Kallaroo",4
"2 Henderson Road, Stoneville",3
"2 Herbert Court, Brookdale",3
"2 Herbert Meander, Baldivis",4
"2 Hillsden Road, Darlington",4
"2 Hillside Crescent, Gooseberry Hill",3
"2 Hilltop Close, Mahogany Creek",4
"2 Hirundo Place, Waterford",3
"2 Holmfirth Street, Menora",3
"2 Holywell Street, Middle Swan",4
"2 Hopkinson Way, Wilson",2
"2 Horizon Place, Edgewater",4
"2 Hugh Court, Como",2
"2 Hurley Way, Wellard",3
"2 India Street, Inglewood",4
"2 Inglis Court, Medina",4
"2 Innamincka Road, Greenmount",4
"2 Inverness Edge, Connolly",4
"2 Investigator Parade, Jindalee",4
"2 Irene Place, Beldon",3
"2 Irma Close, Huntingdale",4
"2 Ivers Court, Langford",4
"2 Iveston Road, Lynwood",4
"2 Ivo Place, Joondalup",4
"2 Ivythorne Grove, Kiara",3
"2 Jardine Street, Success",4
"2 Jarrah Close, Camillo",3
"2 Jarrah Lane, Mount Claremont",3
"2 Jarvis Street, O'Connor",3
"2 Jasmine Close, Edgewater",4
"2 Jillara Way, Lesmurdie",4
"2 Jiri Court, Singleton",4
"2 Joiner Street, Melville",4
"2 Jupiter Bend, Rockingham",4
"2 Kalara Road, Koongamia",3
"2 Kalara Way, Koongamia",3
"2 Kardan Circuit, Karawara",5
"2 Karlak Close, Leda",4
"2 Kartner Road, Tapping",4
"2 Katoomba Place, Belmont",3
"2 Kawoor Mews, Bertram",3
"2 Keane Street, Lesmurdie",3
"2 Keel Cove, Waikiki",4
"2 Keemore Way, Balga",3
"2 Kemp Court, Helena Valley",4
"2 Kennon Street, Willetton",3
"2 Kerrison Parade, Seville Grove",5
"2 Kickett Court, Lockridge",4
"2 Kidd Court, Middle Swan",4
"2 Kilbride Close, Waterford",5
"2 Kilima Close, Stoneville",4
"2 Kilver Mews, Kiara",4
"2 Kincardine Crescent, Floreat",4
"2 Kings Lynn Rise, Mindarie",4
"2 Kingston Close, Heathridge",3
"2 Kinvara Way, Ridgewood",3
"2 Kirkby Ridge, Salter Point",4
"2 Klem Avenue, Salter Point",4
"2 Knutsford Street, Fremantle",3
"2 Knutsford Street, Swanbourne",3
"2 Konda Close, Warnbro",4
"2 Koolgoo Way, Koongamia",2
"2 Koorana Road, Mullaloo",3
"2 Labatt Gardens, Wandi",5
"2 Lake Edge Lane, South Lake",6
"2 Lake View Street, East Victoria Park",3
"2 Lamberts Cove, Secret Harbour",4
"2 Lancaster Avenue, Aveley",4
"2 Lancaster Place, Maddington",4
"2 Landor Link, Golden Bay",3
"2 Latham Street, Alfred Cove",3
"2 Latimer Way, Langford",3
"2 Lautrec Loop, Ashby",3
"2 Lavender Chase, Darch",4
"2 Laverstock Street, South Guildford",4
"2 Lea Place, Sorrento",3
"2 Lea Road, Koondoola",4
"2 Leaf Place, Seville Grove",3
"2 Lebeo Court, Heathridge",3
"2 Lefroy Street, Serpentine",4
"2 Lefroy Street, Trigg",5
"2 Lennard Street, Marmion",3
"2 Lensham Place, Armadale",3
"2 Letterkenny Way, Hilbert",4
"2 Lewis Court, Samson",3
"2 Lilydale Court, Clarkson",3
"2 Linto Way, Alexander Heights",4
"2 Lintott Way, Spearwood",3
"2 Little Lefroy Lane, South Fremantle",4
"2 Lobos Mews, Secret Harbour",4
"2 Lockeville Close, Beldon",3
"2 Loncar Rise, Gwelup",4
"2 Longstaff Gardens, Dianella",4
"2 Longview Way, The Vines",4
"2 Lonnie Street, Daglish",4
"2 Lotherton Way, Hocking",4
"2 Louise Street, Nedlands",3
"2 Lowan Loop, Karawara",4
"2 Lowannaa Road, Martin",3
"2 Luks Cove, Winthrop",5
"2 Lune Close, Beechboro",4
"2 Madeline Close, Huntingdale",4
"2 Malacari Road, Mirrabooka",4
"2 Malak Court, Wanneroo",3
"2 Maley Court, Ashfield",3
"2 Malop Link, Harrisdale",4
"2 Malup Place, Sinagra",4
"2 Mandalay Place, Craigie",3
"2 Mangrove Circuit, Banksia Grove",4
"2 Manolive Place, Redcliffe",5
"2 Marich Cove, Atwell",4
"2 Marion Court, Beldon",3
"2 Marjorie Cove, Coogee",3
"2 Marker Road, Ocean Reef",4
"2 Marley Way, Warnbro",4
"2 Marloo Road, Greenmount",3
"2 Marsala Way, Ellenbrook",4
"2 Mary Street, Hazelmere",4
"2 Mary Street, Watermans Bay",3
"2 Masefield Avenue, North Lake",4
"2 Masters Place, Marangaroo",4
"2 Masthead Street, Waikiki",4
"2 Mattingley Heights, Murdoch",3
"2 May Close, Mosman Park",4
"2 Mayberry Court, North Lake",4
"2 Maybud Road, Duncraig",4
"2 Mccombe Avenue, Samson",4
"2 Mccullock Rise, Bull Creek",4
"2 McGrath Place, Seville Grove",3
"2 MCKENNA GLEN, Mount Claremont",3
"2 McNeil Grove, Jarrahdale",4
"2 Meldrum Way, Koondoola",4
"2 Melo Court, Heathridge",4
"2 Mengler Avenue, Claremont",3
"2 Merion Place, Connolly",4
"2 Metroliner Drive, Currambine",4
"2 Mews Entrance, Gwelup",4
"2 Mia Pass, Tapping",4
"2 Midlothian Crescent, Kinross",5
"2 Millard Close, Ashfield",4
"2 Millbrook Grove, Beldon",4
"2 Miller Street, Bellevue",2
"2 Millport Drive, Warwick",3
"2 Millstream Grove, Ellenbrook",4
"2 Millstream Rise, Hillarys",5
"2 Milton Court, Beldon",4
"2 Mirria Way, Mount Nasura",3
"2 Mitchell Crescent, Middle Swan",3
"2 Monza Court, Stirling",4
"2 Morgan Road, Redcliffe",3
"2 Morris Street, Beaconsfield",3
"2 Morris Street, Darch",4
"2 Moyle Way, Henley Brook",4
"2 Mudge Street, Myaree",3
"2 Muja Lane, Woodbridge",4
"2 Myhill Mews, Leda",3
"2 Nandup Retreat, Swan View",3
"2 Naples Place, Secret Harbour",5
"2 Napoli Avenue, Piara Waters",4
"2 Nash Street, Daglish",3
"2 Naturaliste Grove, Ballajura",4
"2 Newell Cove, Joondalup",4
"2 Newmarket Retreat, Currambine",4
"2 Newtown Grove, Beldon",3
"2 Nicholas Crescent, Hilton",3
"2 Nicholas Street, Rossmoyne",3
"2 Nila Street, Wembley Downs",4
"2 Noora Way, Quinns Rocks",4
"2 Noosa Lane, Aubin Grove",3
"2 Norbury Way, Langford",3
"2 North Street, Beckenham",3
"2 Oakham Way, Orelia",4
"2 Oakleigh Pass, Harrisdale",3
"2 Oasis Lane, The Vines",4
"2 Ocean Shores Edge, Connolly",4
"2 Oldbury Way, Tapping",4
"2 Oldham Way, Yanchep",3
"2 Olive Street, Guildford",3
"2 Olive Street, Myaree",3
"2 Ollie Kickett Mews, Ashfield",3
"2 Ophelia Grove, Mount Nasura",3
"2 Orana Crescent, Brentwood",4
"2 Orana Crescent, City Beach",4
"2 Orchard Road, South Lake",3
"2 Orient Way, Bertram",4
"2 O'Rourke Close, Murdoch",6
"2 Ossian Way, Kinross",3
"2 Osten Drive, Langford",3
"2 Otram Way, Churchlands",4
"2 Oxalis Grove, Beeliar",3
"2 Palmer Street, Attadale",4
"2 Parker Road, Parkerville",3
"2 Patenier Street, Ashby",4
"2 Patula Place, Menora",3
"2 Pearson Street, Ashfield",3
"2 Pegasus Rise, Ocean Reef",4
"2 PENINSULA TRAIL, Ballajura",4
"2 Penrose Court, Maddington",4
"2 Perkins Road, Melville",3
"2 Petalite Place, Mount Richon",4
"2 Petersen Close, Clarkson",4
"2 PHILLIP STREET, Maddington",3
"2 Pinegrove Mews, Currambine",4
"2 Pinot Loop, Pearsall",3
"2 Pitt Street, Woodbridge",3
"2 Plumridge Way, South Lake",3
"2 Polo Way, East Fremantle",4
"2 Pomera Drive, Byford",4
"2 Potter Avenue, Salter Point",5
"2 Principal Crescent, Coolbellup",3
"2 Prosser Way, Myaree",3
"2 Prout Way, Bibra Lake",5
"2 Prunus Place, Helena Valley",4
"2 Quokka Street, Wattle Grove",4
"2 Rabone Way, Boya",3
"2 Rayner Drive, Landsdale",4
"2 Rewell Vista, Bertram",4
"2 Reynolda Green, Hillarys",4
"2 Riley Place, Leda",3
"2 Robin Street, Menora",4
"2 Robinson Terrace, Daglish",3
"2 Rochester Drive, Mindarie",5
"2 Rochford Way, Girrawheen",4
"2 Romsey Grove, Kiara",4
"2 Rosalind Court, Rossmoyne",5
"2 Rosebery Street, Bayswater",3
"2 Rosemount Entrance, Pearsall",4
"2 Roundwood Circuit, Ridgewood",4
"2 Royer Court, Ashfield",3
"2 Rummer Way, Bateman",4
"2 Rush Cove, Gwelup",4
"2 Ruskin Way, Southern River",4
"2 Sabot Place, Ocean Reef",3
"2 Saddler Circle, Mirrabooka",4
"2 Saga Court, Cooloongup",4
"2 Sailboat Link, Jindalee",4
"2 Sailfish Close, Beldon",4
"2 Salisbury Street, Cottesloe",3
"2 Salitage Link, Pearsall",3
"2 Samphire Street, Ascot",3
"2 Santos Vista, Iluka",3
"2 Sapphire Court, Mount Richon",3
"2 Sarda Lane, Jindalee",3
"2 Sasoon Place, Seville Grove",4
"2 Sasse Avenue, Mount Hawthorn",3
"2 Saxon Place, Bateman",4
"2 Sea Edge, Mindarie",4
"2 Second Avenue, Woodbridge",5
"2 Sekem Street, North Perth",3
"2 Senna Close, Coogee",4
"2 Sentron Place, Merriwa",4
"2 Serrata Crescent, Ferndale",3
"2 Serrata Way, Mirrabooka",3
"2 Settler Place, Greenmount",5
"2 Shannon Street, Yanchep",3
"2 Shetland Rise, Kinross",4
"2 Shivery Fairway, Secret Harbour",4
"2 Simmental Vale, Stratton",3
"2 Skiff Close, Ascot",4
"2 Skyros Mews, Stratton",3
"2 Small Street, Beechboro",3
"2 Smeaton Lane, Carramar",4
"2 Snowdrop Retreat, Mirrabooka",3
"2 Sonnet Close, Woodlands",3
"2 Spiderlily Mews, Karrinyup",3
"2 Spiral Flag Road, Yanchep",4
"2 Springfield Court, Warnbro",3
"2 St Anthony Drive, Stirling",4
"2 St Barbara Terrace, Mosman Park",4
"2 St Louis Avenue, Hocking",3
"2 Stableford Loop, Yanchep",4
"2 Stadia Court, Beldon",3
"2 Stellfox Close, Murdoch",4
"2 Stevens Street, Daglish",3
"2 Stevenson Way, Spearwood",4
"2 Stirling Crescent, Hazelmere",2
"2 Stone Street, Maylands",3
"2 Strasbourg Vista, Hocking",4
"2 Sumpton Street, Hilton",3
"2 Sunbird Place, Ocean Reef",4
"2 Sundew Road, Gooseberry Hill",3
"2 Tapalla Turn, Merriwa",4
"2 Taree Street, Glen Forrest",4
"2 Tarquin Gardens, Belmont",4
"2 Tate Street, South Perth",2
"2 Tatlock Way, Stratton",4
"2 Teakdale Close, Safety Bay",4
"2 Teakwood Avenue, Woodlands",4
"2 Telford Street, Marmion",4
"2 Tempany Way, Koondoola",3
"2 Thames Court, Beechboro",4
"2 The Gap, Ocean Reef",4
"2 The Lakes Boulevard, Jandakot",4
"2 The Mews, Kingsley",3
"2 The Taffrail, Willetton",3
"2 Third Avenue, Burns Beach",4
"2 Thirlmere Road, Mount Lawley",4
"2 Thurles Court, Waterford",2
"2 Timberlane Loop, Cooloongup",3
"2 Timbo Court, Stratton",3
"2 Tocal Court, Tapping",3
"2 Tokara Avenue, Henley Brook",4
"2 Topaz Lane, Wellard",4
"2 Tottenham Street, Chidlow",3
"2 Tozer Loop, Atwell",3
"2 Treasure Road, Singleton",3
"2 Treecrest Gardens, Mount Richon",5
"2 Treetop Way, Mount Helena",4
"2 Trent Rise, Aubin Grove",4
"2 Tripoli Mews, Currambine",5
"2 Tudor Court, Parmelia",4
"2 Turnix Road, Gwelup",4
"2 Turnstone Glade, Bennett Springs",4
"2 Turquoise Entrance, Warnbro",4
"2 Underwood Grove, Kardinya",5
"2 Unwin Crescent, Salter Point",4
"2 Valley Brook Road, Caversham",4
"2 Vaucluse Place, Kallaroo",5
"2 Veer Court, Ocean Reef",3
"2 Venice Entrance, Iluka",4
"2 Vesta Crescent, Shelley",4
"2 Viggo Brace, Alkimos",4
"2 Viking Road, Dalkeith",5
"2 Villa Court, Kallaroo",4
"2 Vines Court, Leeming",5
"2 Violet Street, Mosman Park",4
"2 Vista Close, Edgewater",4
"2 Wagoora Place, Koongamia",2
"2 Wahroonga Road, Mount Nasura",3
"2 Walton Crescent, Mundijong",4
"2 Warner Place, Greenwood",4
"2 Warnt Court, South Guildford",5
"2 Warrener Gardens, Gwelup",4
"2 Waterhall Road, South Guildford",4
"2 Waterside Crescent, Gwelup",3
"2 Watling Avenue, Lynwood",4
"2 Wattle Court, Mahogany Creek",4
"2 Wattlebird Place, Brookdale",4
"2 Welara Circle, Henley Brook",4
"2 Welby Place, Myaree",5
"2 Wenstead Place, Stratton",4
"2 Westerham Way, Huntingdale",3
"2 Westhaven Drive, Woodvale",3
"2 Whistler Green, Brookdale",4
"2 Whitby Close, Mindarie",4
"2 Whitby Street, Mundijong",3
"2 Whitewell Way, Butler",4
"2 Whitnell Gardens, Murdoch",4
"2 Willerin Mews, Maida Vale",4
"2 William Street, Glen Forrest",4
"2 Willmott Drive, Cooloongup",4
"2 Wills Court, Cooloongup",3
"2 Wilmot Bend, Madeley",4
"2 Windoo Place, Koongamia",3
"2 Wisdom Place, Winthrop",4
"2 Wombat Lane, Jane Brook",4
"2 Woodbridge Drive, Greenmount",4
"2 Woodlake Boulevard, Ellenbrook",4
"2 Woodpine Court, Ballajura",4
"2 Wynne Street, Hazelmere",5
"2 Yalgar Place, Lockridge",4
"2 Yalgoo Avenue, White Gum Valley",3
"2 Yallambee Place, Karawara",3
"2 Yelverton Drive, Woodbridge",3
"2 Yukon Place, Beechboro",3
"2 Zedora Loop, Port Kennedy",4
"2 Zeeb Court, Mirrabooka",4
"2 Zeil Court, Alexander Heights",4
"2/1 French Street, Ashfield",3
"2/1 Livingstone Street, Beaconsfield",3
"2/1 Muriel Avenue, Woodlands",4
"2/1 Pitt Street, Woodbridge",3
"2/1 Violet Street, West Perth",3
"2/10 Isabella Crescent, Manning",3
"2/101 Bindaring Parade, Claremont",4
"2/101 Epsom Avenue, Redcliffe",3
"2/102 Drummond Street, Bedford",3
"2/106 Cockman Cross, Stratton",4
"2/11 Edgecumbe Street, Como",3
"2/11 Elvire Street, Viveash",3
"2/11 Evelyn Street, Gosnells",4
"2/11 Tweeddale Road, Applecross",3
"2/117 Stafford Road, Kenwick",3
"2/118 York Street, Bedford",3
"2/11a Collier Street, Applecross",2
"2/12 Darrowby Place, Sawyers Valley",3
"2/120 Alfreda Avenue, Noranda",2
"2/129 Hordern Street, Victoria Park",3
"2/13 Bickley Road, Cannington",3
"2/13 Elsie Street, Watermans Bay",2
"2/13 Koolunda Court, Karawara",4
"2/13 Morriston Street, North Perth",3
"2/13 Parsons Avenue, Manning",3
"2/133 Old Perth Road, Bassendean",2
"2/135 Challis Road, Seville Grove",3
"2/137 Robert Street, Como",3
"2/139 Manning Road, Manning",3
"2/14 Coneflower Corner, Churchlands",3
"2/14 Ellesmere Circuit, Success",3
"2/145 Drummond Street, Bedford",3
"2/15 Elvira Street, Palmyra",3
"2/15 Herndon Close, Cannington",3
"2/15 Mason Court, South Lake",2
"2/15 Morgan Street, Cannington",3
"2/152 Gwenyfred Road, Kensington",3
"2/157 Weaponess Road, Wembley Downs",2
"2/16 Miller Place, Booragoon",3
"2/161 Nicholson Road, Shenton Park",3
"2/1615 Keane Street, Mount Helena",4
"2/162 Salvado Road, Wembley",3
"2/168 Lakeside Drive, Joondalup",2
"2/17 Casilda Place, Cooloongup",3
"2/175 Fern Road, Wilson",3
"2/18 Devon Way, Lynwood",4
"2/180 Hicks Street, Gosnells",3
"2/187 Broome Street, Cottesloe",2
"2/19 Drummond Street, Bedford",3
"2/19 Moulden Avenue, Yokine",3
"2/19 Woodley Way, Parmelia",3
"2/2 Blackburn Street, Bellevue",3
"2/20 Amstey Street, Riverton",4
"2/20 Elvira Street, Palmyra",3
"2/20 Ewart Street, Midvale",2
"2/20 Wyong Road, Bentley",3
"2/200 Fairway Circle, Connolly",3
"2/205 Maida Vale Road, High Wycombe",4
"2/206 Swan Street, Yokine",3
"2/207 Manning Road, Bentley",4
"2/21 Central Road, Kalamunda",3
"2/22 Helmsley Street, Scarborough",3
"2/22 Redgate Court, Kiara",3
"2/23 Heaton Road, Yokine",3
"2/238 Kooyong Road, Kewdale",3
"2/24 Conochie Crescent, Manning",4
"2/24 Cook Street, Crawley",4
"2/24 Felpham Court, Success",3
"2/240 Eighth Avenue, Inglewood",2
"2/242 Lawrence Street, Bedford",3
"2/249 Pearson Street, Woodlands",3
"2/25 Aerial Place, Morley",3
"2/25 Fitzroy Street, Queens Park",4
"2/25 Gawler Way, Calista",3
"2/25 Holder Street, St James",4
"2/26 Halland Way, Westminster",2
"2/26 Waddell Road, Palmyra",3
"2/274 Holbeck Street, Doubleview",3
"2/28 Lawrence Street, Bayswater",3
"2/28 Porter Street, Gwelup",4
"2/29 Colin Road, Scarborough",2
"2/29 Comer Street, Como",4
"2/29 Farnham Street, Bentley",5
"2/29 Parsons Avenue, Manning",3
"2/29 Sturtridge Road, Lockridge",3
"2/3 Allamanda Gate, Helena Valley",2
"2/3 Bindoon Loop, Huntingdale",4
"2/3 Marsh Avenue, Manning",3
"2/30 Montreal Road, Woodbridge",3
"2/30 Yeovil Crescent, Bicton",3
"2/31 Claremont Crescent, Claremont",3
"2/31 Peppermint Gardens, Aubin Grove",3
"2/32 Outram Street, West Perth",1
"2/32 Yeovil Crescent, Bicton",2
"2/33 Pether Road, Manning",4
"2/33 Second Avenue, Kensington",4
"2/34 Salter Point Parade, Salter Point",3
"2/37 Ellerby Way, Koondoola",3
"2/37 Hyland Street, Bassendean",3
"2/38 Rushton Street, Burswood",3
"2/39 Maida Vale Road, Maida Vale",3
"2/4 Henning Crescent, Manning",3
"2/4 Lloyd Street, Cannington",3
"2/4 Page Road, Kelmscott",2
"2/4 Randazzo Way, Yangebup",3
"2/4 Talbot Road, Woodlands",2
"2/4 Wittenoom Road, High Wycombe",4
"2/40 Conochie Crescent, Manning",3
"2/40 Merley Way, Parkwood",3
"2/403 Coode Street, Dianella",2
"2/41 Elvire Street, Viveash",3
"2/41 Pether Road, Manning",4
"2/41 Renwick Street, South Perth",3
"2/42 John Street, North Fremantle",3
"2/42 Marquis Street, Bentley",6
"2/427 Rokeby Road, Shenton Park",3
"2/45 Elvire Street, Viveash",4
"2/45 Ferguson Street, Middle Swan",4
"2/46 Porter Street, Gwelup",4
"2/49 Henning Crescent, Manning",4
"2/5 Aurelian Street, Palmyra",2
"2/5 Marsh Road, Mount Richon",3
"2/5 Martha Street, Beaconsfield",3
"2/5 Park Road, Midvale",2
"2/5 Silas Street, East Fremantle",2
"2/51 Rule Street, North Fremantle",4
"2/53 Comer Street, Como",4
"2/56 Kinsella Street, Joondanna",3
"2/57 Fourth Avenue, Bassendean",3
"2/6 Cooke Close, Kiara",4
"2/6 Dudley Street, Midland",3
"2/6 Paddington Court, Bibra Lake",3
"2/6 Widdicombe Street, Myaree",3
"2/60 Marlboro Road, Swan View",3
"2/61 Rochester Avenue, Beckenham",3
"2/61 Whaleback Avenue, Parkwood",3
"2/65 Dover Road, Scarborough",3
"2/66 Corbel Street, Shelley",3
"2/66 Kathleen Street, Bassendean",3
"2/7 Bishopsgate Street, Lathlain",3
"2/7 Bologna Gardens, Aubin Grove",3
"2/7 Bronzewing Link, Beeliar",3
"2/7 Chapman Road, St James",3
"2/7 Rosa Place, Spearwood",3
"2/72 Hodgson Street, Tuart Hill",3
"2/76 Peninsula Road, Maylands",3
"2/8 Batsford Way, Canning Vale",3
"2/8 Benson Court, Mount Nasura",3
"2/8 Heron Place, Maddington",3
"2/8 Johnston Street, Peppermint Grove",3
"2/87 Hope Avenue, Salter Point",3
"2/96 North Beach Road, North Beach",4
"2/99 Main Street, Osborne Park",2
"20 Acacia Road, Maida Vale",5
"20 Acastus Road, Wattle Grove",5
"20 Ada Street, Watermans Bay",5
"20 Albert Road, Lesmurdie",4
"20 Alcock Street, Maddington",4
"20 Aldine Ridge, Aveley",3
"20 Algarve Way, Hillarys",4
"20 Alistair Street, Huntingdale",4
"20 Allen Street, East Fremantle",4
"20 Allendale Entrance, North Lake",4
"20 Alvaston Drive, Carine",4
"20 Amherst Road, Swan View",3
"20 Anacapri Road, Hillarys",5
"20 Arcadia Crescent, Bateman",5
"20 Archer Street, Pearsall",4
"20 Arkwell Way, Marmion",3
"20 Arnisdale Road, Duncraig",3
"20 Ashby Terrace, Viveash",3
"20 Ashdale Boulevard, Darch",4
"20 Aster Close, Beeliar",4
"20 Astrolabe Way, Swan View",4
"20 Bailey Street, Trigg",4
"20 Bangalla Place, Balcatta",3
"20 Banjong Street, Martin",4
"20 Bardeen Pass, Carramar",4
