ADDRESS,LAND_AREA
"186 Fendam Street, Warnbro",711
"186 Glen Iris Drive, Jandakot",825
"186 Kenwick Road, Kenwick",683
"186 Smirk Road, Baldivis",460
"186 Weaponess Road, Wembley Downs",1061
"1865 Kintore Road, Parkerville",1238
"187 Bridgewater Drive, Kallaroo",750
"187 Currie Street, Warnbro",642
"187 Edgewater Drive, Edgewater",792
"187 Fremantle Road, Gosnells",809
"187 MAIDA VALE ROAD, High Wycombe",599
"187 Selby Street, Floreat",836
"187 Winterfold Road, Coolbellup",728
"188 Eighth Avenue, Inglewood",230
"188 Empire Avenue, Wembley Downs",717
"188 Gaebler Road, Aubin Grove",400
"188 Kenwick Road, Kenwick",685
"1880 Richardson Road, Parkerville",1999
"188B Kew Street, Kewdale",437
"189 Bishopsgate Street, Carlisle",466
"189 Carrington Street, Beaconsfield",717
"189 Coode Street, Bedford",697
"189 Hamersley Road, Subiaco",440
"189 Hampton Road, South Fremantle",581
"189A Ninth Avenue, Inglewood",313
"189A South Street, Beaconsfield",328
"189B Burniston Street, Scarborough",285
"18A Apollo Way, Carlisle",797
"18A Ashburton Street, East Victoria Park",198
"18a Broadway, Embleton",389
"18A Cromer Road, Brentwood",277
"18A Davenport Street, Karrinyup",810
"18A Devon Way, Lynwood",378
"18A East Street, Guildford",1247
"18A Fantail Way, Huntingdale",328
"18A First Avenue, Kensington",263
"18A Gosford Meander, Ashby",627
"18A Grant Place, Bentley",270
"18A Hilda Road, Waikiki",610
"18A Kemp Street, Pearsall",383
"18A Killilan Road, Applecross",422
"18a King Albert Road, Trigg",1003
"18A Lagoon Place, Beldon",547
"18a Latham Street, Alfred Cove",545
"18A Leverburgh Street, Ardross",493
"18A Mabena Place, Ocean Reef",508
"18A Michael Crescent, Boya",2084
"18A Milroy Street, Willagee",384
"18a Nola Avenue, Scarborough",374
"18A Noreatt Place, Leeming",338
"18A Parsons Avenue, Manning",454
"18a Purkiss Street, Cannington",630
"18A Queen Street, Bentley",273
"18A Radney Street, Willagee",365
"18A Raymond Street, Mount Pleasant",416
"18A Rome Road, Alfred Cove",535
"18A Selway Road, Brentwood",375
"18A Swan Street, Osborne Park",335
"18a Tulipwood Place, South Lake",459
"18A Tyre Avenue, Riverton",506
"18B Aldercress Rise, Connolly",902
"18B Apollo Way, Carlisle",391
"18b Beckenham Street, Beckenham",1214
"18B Conon Road, Applecross",591
"18B Douglas Avenue, Yokine",471
"18B Dounley Street, Balga",221
"18b Inwood Place, Murdoch",1473
"18b King Albert Road, Trigg",393
"18B Margery Road, High Wycombe",342
"18B Ullapool Road, Mount Pleasant",365
"18B Warnham Road, Cottesloe",870
"18b Warringah Close, Kallaroo",347
"18C Kilmurray Way, Balga",204
"18C Morley Drive, Tuart Hill",270
"18C Shoalwater Road, Shoalwater",261
"18D Rhine Way, Swan View",241
"18G Wardlow Way, Balga",538
"19 Aberdare Way, Warwick",711
"19 Adderley Street, Mount Claremont",1012
"19 Adela Place, Warwick",957
"19 Aerolite Way, Beldon",700
"19 Albemarle Way, High Wycombe",847
"19 All Saints Way, Churchlands",795
"19 Alsace Avenue, Caversham",696
"19 Amberton Avenue, Girrawheen",700
"19 Amherst Road, Woodbridge",858
"19 Angler Way, Sorrento",786
"19 Arkwell Way, Marmion",720
"19 Arley Turn, Canning Vale",713
"19 Ashbourne Way, Hamilton Hill",909
"19 Athel Road, Woodlands",728
"19 Aureate Way, Eglinton",481
"19 Azalea Gardens, Forrestfield",600
"19 Babbler Court, Maida Vale",599
"19 Baden Road, Bickley",2047
"19 Ballard Mews, Success",530
"19 Barnard Street, Alfred Cove",509
"19 Barracuda Court, Sorrento",773
"19 Barton Loop, Piara Waters",417
"19 Bateman Road, Mount Pleasant",622
"19 Bates Way, Warnbro",728
"19 Baton Rouge Drive, Mindarie",724
"19 Bay View Street, Bayswater",486
"19 Beacham Crescent, Medina",837
"19 Beaconsfield Avenue, Midvale",846
"19 Bearing Parade, Mullaloo",908
"19 Beaufortia Crescent, Ellenbrook",554
"19 Beckett Circle, Darch",613
"19 Beckworth Avenue, Kiara",680
"19 Bedford Street, Bentley",688
"19 Begbroke Way, Piara Waters",509
"19 Belvoir Crescent, Orelia",670
"19 Bembridge Loop, Hocking",600
"19 Bendix Way, Girrawheen",688
"19 Bentley Close, Mount Claremont",890
"19 Beroona Way, South Lake",548
"19 Beryl Avenue, Shelley",810
"19 Bewick Avenue, Yanchep",376
"19 Bibbulmun Entrance, Sinagra",536
"19 Biccari Drive, Stirling",432
"19 Birchwood Avenue, Woodlands",769
"19 Bodrum Crescent, Mindarie",623
"19 Bonchester Court, Duncraig",726
"19 Bondi Street, Mount Hawthorn",490
"19 Bonnard Crescent, Ashby",613
"19 Bonnyrigg Pass, Kinross",613
"19 Boxley Place, Langford",450
"19 Boynton Gardens, Iluka",735
"19 Bradford Street, Menora",767
"19 Bradley Way, Lockridge",749
"19 Brendon Way, Karrinyup",441
"19 Bridgedale Close, Beldon",709
"19 Bristow Street, Haynes",232
"19 Brookeby Heights, Leda",612
"19 Brora Grove, Boya",2000
"19 Broula Road, Kalamunda",950
"19 Brunswick Road, Thornlie",686
"19 Bryant Avenue, Mosman Park",637
"19 Bullock Court, Huntingdale",681
"19 Bunderra Close, Karawara",606
"19 Burndale Road, Mount Richon",2001
"19 Burns Street, North Fremantle",310
"19 Burton Retreat, Stratton",604
"19 Butcher Street, Mundijong",2028
"19 Butterworth Place, Beaconsfield",292
"19 Buvelot Turn, Southern River",679
"19 Caledonia Avenue, Currambine",649
"19 Calendia Way, Dayton",477
"19 Caliban Way, Coolbellup",728
"19 Calis Avenue, Iluka",629
"19 Calla Street, Bennett Springs",546
"19 Camellia Way, Bennett Springs",595
"19 Campbell Street, East Cannington",680
"19 Campbell Way, Parkerville",1641
"19 Camrose Lane, Darch",510
"19 Carmathen Avenue, Butler",362
"19 Carmen Circuit, The Vines",540
"19 Carnaby Way, Harrisdale",608
"19 Carnarvon Rise, Ocean Reef",802
"19 Casitas Street, Champion Lakes",452
"19 Cassidae Terrace, Karrinyup",390
"19 Cato Place, Lockridge",544
"19 Cavalier Court, Thornlie",714
"19 Ceduna Way, Quinns Rocks",607
"19 Centaur Circle, Woodbridge",347
"19 Chalcombe Way, Warwick",762
"19 Champaigne Drive, Tapping",608
"19 Chase Court, Woodvale",891
"19 Chateau Court, Mount Richon",2035
"19 Chauvel Court, Kiara",603
"19 Chenile Mews, Mirrabooka",721
"19 Chungking Grove, Stratton",493
"19 Clanmel Road, Floreat",833
"19 Clayden Street, Wooroloo",1899
"19 Clovelly Crescent, Lynwood",809
"19 Cobby Place, Marangaroo",495
"19 Cobden Street, Bayswater",469
"19 Coci Road, Balcatta",302
"19 Cockman Way, Orelia",695
"19 Cohn Court, Willagee",465
"19 Coleridge Place, North Lake",959
"19 Collaroy Court, Kallaroo",866
"19 Collier Street, Wembley",636
"19 Colwyn Road, Bayswater",1092
"19 Coneflower Corner, Churchlands",207
"19 Congdon Way, Booragoon",734
"19 Constance Street, Darlington",2257
"19 Coolbarro Lane, Redcliffe",529
"19 Cornish Crescent, Manning",517
"19 Cotswold Parade, Aubin Grove",618
"19 Cowper Street, Parkwood",350
"19 Craighall Turn, Madeley",612
"19 Criterium Place, Middle Swan",597
"19 Crown Terrace, Coogee",323
"19 Culloden Road, Duncraig",683
"19 Dakin Street, Daglish",470
"19 Daleview Close, Glen Forrest",2126
"19 Dalzell Turn, Kinross",614
"19 Danbulla Loop, Yanchep",420
"19 Danja Rise, Hocking",983
"19 Darkin Drive, Gosnells",540
"19 Darling Street, White Gum Valley",574
"19 Dawson Street, Armadale",795
"19 Daylesford Elbow, Jane Brook",748
"19 Desert Ash Place, Helena Valley",1001
"19 Devereux Crescent, Aveley",630
"19 Dilkera Place, Quinns Rocks",772
"19 Diosma Way, Forrestfield",700
"19 Dolphin Way, Beldon",680
"19 Donatti Retreat, Caversham",280
"19 Downhill Way, Langford",700
"19 Downing Crescent, Wanneroo",957
"19 Dryandra Crescent, Darlington",2022
"19 Dryandra Drive, Mirrabooka",708
"19 Duncan Place, Mahogany Creek",1861
"19 Earl Street, Bentley",374
"19 Eastwood Way, Hamersley",729
"19 Ecton Street, Gosnells",819
"19 Edmund Way, Calista",892
"19 Edward Street, Queens Park",941
"19 Elemi Bend, Atwell",544
"19 Ellesmere Road, Swan View",700
"19 Elma Street, Coolbinia",760
"19 ELYARD CRESCENT, Stirling",419
"19 Eradu Ramble, Hocking",638
"19 Errina Road, Alexander Heights",673
"19 Esmerelda Pass, Darch",600
"19 Eucla Mews, Stratton",478
"19 Eucumbene Crescent, Joondalup",656
"19 Evington Pass, Landsdale",517
"19 Ewart Street, Midvale",1052
"19 Exmouth Drive, Butler",425
"19 Fairland Loop, Madeley",619
"19 Farrier Terrace, Henley Brook",544
"19 Feathertop Rise, Alexander Heights",693
"19 Ferrar Street, Menora",979
"19 Fifth Avenue, Bassendean",1012
"19 Fionn Street, Hamersley",787
"19 First Avenue, Bickley",1386
"19 First Avenue, Shoalwater",859
"19 Fitzpatrick Way, Noranda",731
"19 Fleet Circle, High Wycombe",510
"19 Fleming Parkway, Clarkson",442
"19 Floresta Street, Sinagra",733
"19 Forge Lane, Henley Brook",631
"19 Foxfield Road, Darch",561
"19 Frankland Place, Jane Brook",719
"19 Frederic Street, Koongamia",750
"19 Freeth Court, Brentwood",819
"19 Furnivall Parade, Baldivis",360
"19 Galaxy Way, Carlisle",462
"19 Gamin Vista, Aveley",480
"19 Garvey Street, Cloverdale",741
"19 Geranium Place, Canning Vale",992
"19 Gillings Parade, Wattle Grove",615
"19 Gladstone Avenue, Swan View",849
"19 Glen Iris Drive, Jandakot",660
"19 Glenfine Way, Carramar",629
"19 Glengarry Street, Parkwood",688
"19 Glenmere Road, Warwick",978
"19 Glenten Way, Ferndale",688
"19 Gloster Loop, Brookdale",490
"19 Goldsbrough Entrance, Helena Valley",426
"19 Gowther Street, Leeming",684
"19 Grace Pass, Bennett Springs",544
"19 Graham Road, Gooseberry Hill",1199
"19 Graham Road, Menora",605
"19 Grenache Crescent, Caversham",462
"19 Grenoble Street, Piara Waters",582
"19 Grose Way, Noranda",787
"19 Gundaring Turn, Canning Vale",633
"19 Hackett Street, Bellevue",583
"19 Haga Parkway, Landsdale",476
"19 Haig Street, Ashfield",499
"19 Haldane Link, Baldivis",611
"19 Halleendale Road, Walliston",1002
"19 Hallstrom Way, Canning Vale",608
"19 Hampshire Street, East Victoria Park",430
"19 Harding Street, Hilbert",362
"19 Harford Avenue, Viveash",816
"19 Harford Grove, Yanchep",640
"19 Harrow Street, Mount Hawthorn",380
"19 Hassars Road, Secret Harbour",691
"19 Hayward Parade, Coogee",719
"19 Hazlett Place, Waikiki",1063
"19 Heaton Way, Safety Bay",812
"19 Heidelberg Street, Aubin Grove",603
"19 Hennessy Drive, Ashby",558
"19 Hepworth Road, Trigg",970
"19 Hester Street, Langford",530
"19 Heysham Bend, Butler",505
"19 Hibiscus Court, Churchlands",835
"19 Hicks Way, Hillarys",590
"19 Hodge Street, Willagee",455
"19 Honeymyrtle Turn, Stirling",511
"19 Hope Avenue, Salter Point",823
"19 Hudleston Rise, Alexander Heights",563
"19 Hudson Avenue, Girrawheen",696
"19 Hybanthus Avenue, High Wycombe",702
"19 Illawarra Crescent, Canning Vale",707
"19 Illawong Way, Kingsley",697
"19 Ind Street, Lesmurdie",1271
"19 Indiana Parade, Singleton",904
"19 Integra Street, Aveley",329
"19 Inveraray Crescent, Hamersley",780
"19 Inverness Court, Cooloongup",544
"19 Inverness Crescent, Menora",1013
"19 Inwood Place, Murdoch",708
"19 Jaccard Way, Lynwood",748
"19 Jaeger Bend, Tapping",500
"19 James Road, Kalamunda",2239
"19 Jewell Parade, North Fremantle",386
"19 Jobson Loop, Brookdale",450
"19 Johnson Close, Winthrop",777
"19 Johnson Street, Redcliffe",338
"19 Jouissance Bend, Atwell",640
"19 Jupiter Bend, Rockingham",478
"19 Justicia Close, Woodvale",700
"19 Kambalda Way, Kewdale",775
"19 Kane Way, Byford",239
"19 Karalundie Way, Mullaloo",933
"19 Kembla Circle, Madeley",520
"19 Kennard Street, Kensington",766
"19 Kerswell Way, Warnbro",729
"19 Kiandra Parade, Ballajura",849
"19 Kilborne Avenue, Quinns Rocks",480
"19 Kinbrace Way, Lynwood",757
"19 Kinloch Pass, Aubin Grove",600
"19 Kinross Road, Applecross",428
"19 Kinsale Bend, Port Kennedy",601
"19 Kinsale Drive, Mindarie",840
"19 Kippilaw Loop, Carramar",605
"19 Kirby Way, Samson",700
"19 Klem Avenue, Redcliffe",544
"19 Klem Avenue, Salter Point",506
"19 Koolgoo Way, Koongamia",688
"19 Kooya Way, Wattle Grove",310
"19 Kurrajong Road, Safety Bay",704
"19 Kurrat Elbow, South Guildford",701
"19 Kurrawa Street, Hillman",711
"19 Kurrden Way, Swan View",633
"19 Lakeside Drive, Helena Valley",1000
"19 Landbeach Boulevard, Butler",608
"19 Landon Way, Mount Claremont",662
"19 Langridge Crescent, Orelia",756
"19 Langsford Street, Claremont",428
"19 Larkin Court, Medina",717
"19 lawlor Road, Attadale",895
"19 Lawson Way, Padbury",686
"19 Leach Street, Marmion",911
"19 Lee Avenue, Hilton",571
"19 Lennox Place, Hamersley",746
"19 Letterkenny Road, Bullsbrook",490
"19 Leyton Court, Kingsley",681
"19 Lifford Way, Bellevue",734
"19 Lillico Avenue, Burns Beach",553
"19 Limetree Circuit, Mindarie",671
"19 Lincoln Mews, Orelia",629
"19 Linden Way, Forrestfield",739
"19 Lindholm Retreat, Mindarie",900
"19 Lindley Street, Embleton",393
"19 Linear Avenue, Mullaloo",716
"19 Lissadell Terrace, Ellenbrook",510
"19 Logpine Crescent, Camillo",695
"19 Lombe Gardens, Atwell",411
"19 Lowan Loop, Karawara",628
"19 Lucida Road, Southern River",600
"19 Lunata Street, Dayton",210
"19 Lydon Boulevard, Atwell",724
"19 Madrid Terrace, Hocking",585
"19 Maguire Avenue, Beechboro",372
"19 Maidos Street, Ashfield",541
"19 Maidstone Parade, Secret Harbour",561
"19 Maracas Cove, Iluka",700
"19 Maritime Avenue, Kardinya",887
"19 Marjorie Avenue, Shelley",814
"19 Markethill Road, Ridgewood",544
"19 Marlin Way, Golden Bay",817
"19 Marmion Street, Fremantle",439
"19 Martindale Avenue, Madeley",765
"19 Martinique Mews, Hillarys",365
"19 Masters Street, Kenwick",683
"19 Mataitai Loop, Cooloongup",794
"19 Mattingley Heights, Murdoch",727
"19 Maydwell Way, Calista",699
"19 MAYFIELD Drive, Brabham",490
"19 Mcalinden Close, Noranda",680
"19 McCombe Avenue, Samson",734
"19 Mccormick Street, Warnbro",728
"19 Meagher Way, Beechboro",733
"19 Melrose Crescent, Menora",1116
"19 Melton Hill Lane, Champion Lakes",254
"19 Messina Drive, Sinagra",480
"19 Mifflin Place, Leeming",738
"19 Mileura Street, Golden Bay",890
"19 Millbrook Avenue, Bertram",448
"19 Miller Avenue, Redcliffe",1014
"19 Minton Bend, Harrisdale",480
"19 Minyon Circuit, Atwell",775
"19 Mirima Way, Wandi",375
"19 Mitford Street, Swanbourne",601
"19 Mockeridge Circuit, Middle Swan",576
"19 Modena Place, Balga",372
"19 Monaltrie Loop, Carramar",660
"19 Monota Avenue, Shelley",1139
"19 Monticello Meander, Landsdale",576
"19 Monument Street, Mosman Park",705
"19 Mount Henry Road, Salter Point",450
"19 Mulligan Way, Orelia",783
"19 Myerson Crescent, Maida Vale",600
"19 Narrier Close, South Guildford",552
"19 Naunton Crescent, Eden Hill",691
"19 Neilson Street, Hammond Park",480
"19 Newgate Street, Alexander Heights",735
"19 Newport Way, Lynwood",713
"19 Nirimba Close, South Guildford",701
"19 Noonameena Place, Darlington",1604
"19 Noosa Drive, Secret Harbour",535
"19 Noreena Avenue, Golden Bay",868
"19 NORTHECUT RISE, Parmelia",690
"19 Oakdale Street, Floreat",993
"19 Oakover Way, Gosnells",680
"19 Opal Way, Mount Richon",688
"19 Orberry Place, Thornlie",683
"19 Orchid Avenue, Bennett Springs",512
"19 O'reilly Court, Jane Brook",698
"19 Oriole Way, Tapping",608
"19 Orion Way, Marangaroo",370
"19 Oxley Place, Darlington",2121
"19 Parkinson Road, Banksia Grove",450
"19 Pascal Mews, Ridgewood",531
"19 Patchett Street, Cloverdale",871
"19 Peel Street, Jolimont",465
"19 Pelican Loop, High Wycombe",946
"19 Peninsula Avenue, Heathridge",684
"19 Pennington Way, Brabham",303
"19 Periwinkle Way, Parkwood",700
"19 Peterborough Circle, North Lake",559
"19 Pexton Drive, South Guildford",390
"19 Pira Loop, Byford",547
"19 Plane Tree Green, Forrestfield",625
"19 Plumeria Rise, Sinagra",550
"19 Polglass Way, Ardross",728
"19 Prendiville Way, Langford",692
"19 Quail Place, Langford",500
"19 Quartz Avenue, Wellard",475
"19 Queenscliff Court, Kallaroo",933
"19 Railway Crescent, Herne Hill",810
"19 Railway Parade, Glen Forrest",1004
"19 Rainbow Way, Gwelup",526
"19 Ramsay Street, Karrinyup",729
"19 Ranunculus Court, Beeliar",462
"19 Rathay Street, Victoria Park",312
"19 Ravenscroft Way, Kelmscott",718
"19 Reeves Entrance, Success",510
"19 Regent Court, Cockburn Central",654
"19 Richardson Road, Coogee",690
"19 Riding Way, Bull Creek",684
"19 River Bank Boulevard, South Guildford",577
"19 Rivett Way, Brentwood",381
"19 Robin Street, Menora",956
"19 Rosedale Vista, Hocking",608
"19 Rotohine Place, Cooloongup",694
"19 Rungine Way, Pearsall",592
"19 Russon Court, Alexander Heights",816
"19 Saddler Circle, Mirrabooka",404
"19 Sailfish Close, Beldon",749
"19 Salamanca Boulevard, Seville Grove",660
"19 Salicina Gardens, Roleystone",2176
"19 Salisbury Road, Midvale",906
"19 Salter Point Parade, Salter Point",759
"19 Salvator Street, Noranda",772
"19 Salzburg Way, Wanneroo",521
"19 San Pedro Turn, Iluka",764
"19 Sandleford Way, Hammond Park",531
"19 Sandover Crescent, Winthrop",843
"19 Sandstone Place, Marmion",737
"19 Sanford Court, Lockridge",324
"19 Sao Jorge Green, Secret Harbour",787
"19 Sapphire Crescent, Balcatta",450
"19 Saturn Street, Beckenham",847
"19 Scaddan Street, Wembley",334
"19 Seabird Bend, Jindalee",687
"19 Seabrook Place, Success",814
"19 Sebago Street, Wellard",327
"19 Second Avenue, Kensington",520
"19 Sekem Street, North Perth",131
"19 Selkirk Drive, Kinross",381
"19 Sellafield Bend, Waikiki",544
"19 Sessilis Crescent, Wattle Grove",463
"19 Shacklock Crescent, Winthrop",733
"19 Shirley Road, Walliston",910
"19 Sholl Avenue, North Beach",502
"19 Short Street, Kenwick",502
"19 Sierra Nevada Ridge, Merriwa",552
"19 Silich Court, Mundijong",900
"19 Simmons Loop, Parmelia",715
"19 Singleton Beach Road, Singleton",791
"19 Slade Street, Bayswater",1012
"19 Sloan Drive, Leda",478
"19 Small Street, Beechboro",700
"19 Smith Street, Claremont",352
"19 Solquest Way, Cooloongup",683
"19 Southwark Way, Morley",851
"19 Spiers Place, Middle Swan",542
"19 Sporing Way, Hillarys",684
"19 Spring Hill, Tapping",512
"19 Sproxton Way, Embleton",728
"19 St Andrews Way, Duncraig",664
"19 St Elias Place, Caversham",533
"19 St Helens Grove, Landsdale",353
"19 Stanley Street, Glen Forrest",1848
"19 Stewart Way, Noranda",714
"19 Storey Road, Thornlie",683
"19 Stradbroke Gardens, Ridgewood",633
"19 Strathclyde Circuit, Champion Lakes",459
"19 Swanway Crescent, Swanbourne",444
"19 Sweeting Street, Woodlands",544
"19 Tapalla Turn, Merriwa",577
"19 Teaguer Street, Wilson",342
"19 Tedrake Street, Willagee",776
"19 Templemore Drive, Heathridge",681
"19 Terelinck Crescent, Redcliffe",390
"19 Tern Loop, Yangebup",700
"19 Tetbury Road, Butler",576
"19 Thackeray Street, Spearwood",874
"19 Thaxted Street, Wellard",287
"19 The Embankment, South Guildford",442
"19 The Lakes Boulevard, Jandakot",664
"19 Third Avenue, Burns Beach",694
"19 Thrive Terrace, Seville Grove",337
"19 Thurleigh Approach, Butler",747
"19 Tintern Road, Ashby",308
"19 Tolbury Retreat, Kiara",525
"19 Tolladine Vista, The Vines",851
"19 Tonkin Street, Mundijong",1010
"19 Torrenova Way, Sinagra",390
"19 TOWNSEND DALE, Mount Claremont",941
"19 Trafalgar Road, Lesmurdie",2027
"19 Truscott Elbow, Alexander Heights",500
"19 Tuart Court, Thornlie",602
"19 Tuart Road, Lesmurdie",1011
"19 Turnstone Glade, Bennett Springs",551
"19 Unnaro Street, Hillman",683
"19 Ventnor Avenue, Mount Pleasant",1038
"19 Veronica Street, Riverton",350
"19 Waddington Crescent, Koondoola",704
"19 Wade Square, Stratton",420
"19 Waldorf Ramble, Currambine",991
"19 Wallan Court, Maddington",554
"19 Waltham Court, Bateman",862
"19 Wangalla Place, Koongamia",692
"19 Waratah Drive, Camillo",687
"19 Warner Court, Manning",457
"19 Warnford Street, Butler",604
"19 Waterfields Drive, Bertram",646
"19 Waterlily Close, Huntingdale",585
"19 Waterway Pass, Bennett Springs",550
"19 Watkins Street, White Gum Valley",447
"19 Wenn Road, Singleton",870
