ADDRESS,NEAREST_SCH
"18 Bradbury Way, Samson",SETON CATHOLIC COLLEGE
"18 Brady Road, Jarrahdale",COURT GRAMMAR SCHOOL
"18 Bramdean Crescent, Canning Vale",CANNING VALE COLLEGE
"18 Bramshott Approach, Butler",BUTLER COLLEGE
"18 Brantwood Turn, Wellard",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"18 Braxan Street, Glen Forrest",HELENA COLLEGE
"18 Bridgeway Avenue, Ferndale",FOUNTAIN COLLEGE
"18 Broad Street, Kensington",KENT STREET SENIOR HIGH SCHOOL
"18 Brook Road, Darlington",TREETOPS MONTESSORI SCHOOL
"18 Brookes Way, Calista",GILMORE COLLEGE
"18 Brooking Street, South Guildford",GUILDFORD GRAMMAR SCHOOL
"18 Brundall Street, Aveley",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"18 Buckle Street, Balcatta",BALCATTA SENIOR HIGH SCHOOL
"18 Burndale Road, Mount Richon",ARMADALE SENIOR HIGH SCHOOL
"18 Burnett Road, Manning",COMO SECONDARY COLLEGE
"18 Burtenshaw Way, Calista",GILMORE COLLEGE
"18 Cabarita Road, Armadale",CECIL ANDREWS COLLEGE
"18 Cabra Avenue, Seville Grove",CECIL ANDREWS COLLEGE
"18 Caladenia Way, Koongamia",SWAN VIEW SENIOR HIGH SCHOOL
"18 Calume Street, Hillman",KOLBE CATHOLIC COLLEGE
"18 Campbell Way, Parkerville",MUNDARING CHRISTIAN COLLEGE
"18 Campden Loop, Parmelia",THE KING'S COLLEGE
"18 Canara Road, Westminster",DIANELLA SECONDARY COLLEGE
"18 Canopus Loop, Hammond Park",ATWELL COLLEGE
"18 Carcoo Court, Beckenham",SEVENOAKS SENIOR COLLEGE
"18 Cardigan Terrace, Jolimont",SHENTON COLLEGE
"18 Carew Place, Greenwood",GREENWOOD COLLEGE
"18 Carlin Way, Butler",IRENE MCCORMACK CATHOLIC COLLEGE
"18 Carnelian Parkway, Caversham",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"18 Carrello Circuit, Coogee",PORT SCHOOL
"18 Casino Road, Glen Forrest",HELENA COLLEGE
"18 Centennial Gardens, Hillarys",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"18 Cerulean Road, Karnup",COMET BAY COLLEGE
"18 Cesare Circle, Madeley",KINGSWAY CHRISTIAN COLLEGE
"18 Cezanne Bend, Ashby",WANNEROO SECONDARY COLLEGE
"18 Chartwell Bend, Hocking",ALTA-1
"18 Chelsford Road, Warwick",WARWICK SENIOR HIGH SCHOOL
"18 Cheriton Drive, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"18 Chernoff Loop, Darch",ASHDALE SECONDARY COLLEGE
"18 Cherry Road, Woodlands",HALE SCHOOL
"18 Chester Road, Claremont",CHRIST CHURCH GRAMMAR SCHOOL
"18 Chiara Avenue, Harrisdale",CAREY BAPTIST COLLEGE
"18 Chiswick Street, Wembley Downs",HALE SCHOOL
"18 Chrysostom Street, North Beach",ST MARY'S ANGLICAN GIRLS' SCHOOL
"18 Chullwyne Mews, High Wycombe",GUILDFORD GRAMMAR SCHOOL
"18 City Vista, Kalamunda",KALAMUNDA SENIOR HIGH SCHOOL
"18 Cliverton Court, Marmion",CARINE SENIOR HIGH SCHOOL
"18 Coci Road, Balcatta",BALCATTA SENIOR HIGH SCHOOL
"18 Cockram Place, Beechboro",KIARA COLLEGE
"18 Coldlake Court, Joondalup",LAKE JOONDALUP BAPTIST COLLEGE
"18 Colin Road, Scarborough",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"18 Collie Close, Rockingham",ROCKINGHAM SENIOR HIGH SCHOOL
"18 Colstoun Road, Ashfield",CYRIL JACKSON SENIOR CAMPUS
"18 Columbia Crescent, Alkimos",BUTLER COLLEGE
"18 Conti Road, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"18 Contour Road, Roleystone",KELMSCOTT SENIOR HIGH SCHOOL
"18 Conway Loop, Waikiki",SOUTH COAST BAPTIST COLLEGE
"18 Cook Street, Crawley",SHENTON COLLEGE
"18 Cookham Green, Wellard",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"18 Coorong Street, Yanchep",YANCHEP SECONDARY COLLEGE
"18 Copeland Drive, Redcliffe",BELMONT CITY COLLEGE
"18 Covent Fairway, Pearsall",ALTA-1
"18 Cricklewood Way, Carine",CARINE SENIOR HIGH SCHOOL
"18 Cygnet Street, Dianella",MORLEY SENIOR HIGH SCHOOL
"18 Dacelo Vista, Waterford",CLONTARF ABORIGINAL COLLEGE
"18 Darlington Loop, Pearsall",ALTA-1
"18 Dellavanzo Street, Maddington",ST FRANCIS' SCHOOL
"18 Denia Rise, Bennett Springs",KIARA COLLEGE
"18 Derricap Avenue, Ellenbrook",HOLY CROSS COLLEGE
"18 Derry Avenue, Mount Nasura",JOHN CALVIN CHRISTIAN COLLEGE
"18 Devon Road, Swanbourne",SCOTCH COLLEGE
"18 Driftwood Avenue, Karrinyup",ST MARY'S ANGLICAN GIRLS' SCHOOL
"18 Drummonds Approach, Secret Harbour",COMET BAY COLLEGE
"18 Duncannon Rise, Mindarie",MINDARIE SENIOR COLLEGE
"18 Duranbah Road, Secret Harbour",COMET BAY COLLEGE
"18 Earlston Place, Booragoon",CORPUS CHRISTI COLLEGE
"18 Eden Drive, Bullsbrook",HOLY CROSS COLLEGE
"18 EDGBASTON DRIVE, Madeley",KINGSWAY CHRISTIAN COLLEGE
"18 Edmund Way, Calista",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"18 Ellement Parade, Coogee",PORT SCHOOL
"18 Elmwood Crescent, Lesmurdie",ST BRIGID'S COLLEGE
"18 Elson Way, Cloverdale",BELMONT CITY COLLEGE
"18 Epsom Avenue, Ascot",CYRIL JACKSON SENIOR CAMPUS
"18 Escalus Street, Coolbellup",PERTH WALDORF SCHOOL
"18 Essington Street, Huntingdale",THORNLIE SENIOR HIGH SCHOOL
"18 Eudanda Place, Cannington",ST NORBERT COLLEGE
"18 Ewart Street, Midvale",YOUTH FUTURES COMMUNITY SCHOOL
"18 Eyre Street, Waikiki",SOUTH COAST BAPTIST COLLEGE
"18 Fairbairn Road, Coogee",PORT SCHOOL
"18 Farrin Street, Attadale",SANTA MARIA COLLEGE
"18 Fenton Way, Hillarys",DUNCRAIG SENIOR HIGH SCHOOL
"18 Ferndown Corner, Wellard",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"18 Ferry Way, Quinns Rocks",IRENE MCCORMACK CATHOLIC COLLEGE
"18 Fineview Crescent, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"18 Finn Cove, Ascot",BELMONT CITY COLLEGE
"18 Fireball Way, Ocean Reef",OCEAN REEF SENIOR HIGH SCHOOL
"18 Firenze Loop, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"18 Fisherton Circuit, Kinross",LAKE JOONDALUP BAPTIST COLLEGE
"18 Flagstaff Road, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"18 Florence Road, Nedlands",SHENTON COLLEGE
"18 Fontenay Court, Port Kennedy",LIVING WATERS LUTHERAN COLLEGE
"18 Forward Street, Baldivis",TRANBY COLLEGE
"18 Friendly Way, Marangaroo",ASHDALE SECONDARY COLLEGE
"18 Fulbrooke Loop, Canning Vale",CANNING VALE COLLEGE
"18 Fullston Way, Beaconsfield",FREMANTLE COLLEGE
"18 Galena Way, Ferndale",FOUNTAIN COLLEGE
"18 Gallagher Street, Eden Hill",KIARA COLLEGE
"18 Gardon Rise, Gwelup",BALCATTA SENIOR HIGH SCHOOL
"18 Garnkirk Road, Greenwood",GREENWOOD COLLEGE
"18 Gaskin Road, Kenwick",REHOBOTH CHRISTIAN COLLEGE
"18 Gausson Turn, Ashby",WANNEROO SECONDARY COLLEGE
"18 George Street, Kensington",KENT STREET SENIOR HIGH SCHOOL
"18 Gilbreth Bend, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"18 Gimbon Green, Leda",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"18 Glanville Street, Mosman Park",IONA PRESENTATION COLLEGE
"18 Gleddon Road, Bull Creek",ALL SAINTS' COLLEGE
"18 Glenview Way, Southern River",PROVIDENCE CHRISTIAN COLLEGE
"18 Glick Road, Coolbinia",MOUNT LAWLEY SENIOR HIGH SCHOOL
"18 Gloucester Road, Kalamunda",KALAMUNDA SENIOR HIGH SCHOOL
"18 Gloves Place, Beechboro",KIARA COLLEGE
"18 Glyde Road, Lesmurdie",ST BRIGID'S COLLEGE
"18 Golden Ash Gardens, Helena Valley",YOUTH FUTURES COMMUNITY SCHOOL
"18 Goldfinch Avenue, Churchlands",NEWMAN COLLEGE
"18 Goodrich Way, Darch",ASHDALE SECONDARY COLLEGE
"18 Goongarrie Drive, Waikiki",SAFETY BAY SENIOR HIGH SCHOOL
"18 Gordon Street, Maida Vale",DARLING RANGE SPORTS COLLEGE
"18 Grand Paradiso Parade, Merriwa",ALKIMOS BAPTIST COLLEGE
"18 Grasswren Way, Alkimos",BUTLER COLLEGE
"18 Gray Court, Hamilton Hill",PORT SCHOOL
"18 Greenhill Court, Kallaroo",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"18 Greenough Court, Jane Brook",SWAN VIEW SENIOR HIGH SCHOOL
"18 Hackett Street, Bellevue",SWAN VIEW SENIOR HIGH SCHOOL
"18 Haddington Street, Beldon",BELRIDGE SECONDARY COLLEGE
"18 Haflinger Drive, Henley Brook",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"18 Haig Street, Ashfield",CYRIL JACKSON SENIOR CAMPUS
"18 Hapuna Street, Butler",BUTLER COLLEGE
"18 Harbour Town Heights, Connolly",LAKE JOONDALUP BAPTIST COLLEGE
"18 Harding Close, Waikiki",SOUTH COAST BAPTIST COLLEGE
"18 Harman Street, Belmont",BELMONT CITY COLLEGE
"18 Harpenden Street, Huntingdale",THORNLIE SENIOR HIGH SCHOOL
"18 Harrington Waters Drive, Waikiki",SOUTH COAST BAPTIST COLLEGE
"18 Harrisdale Drive, Harrisdale",CAREY BAPTIST COLLEGE
"18 Hazeltine Court, Yanchep",YANCHEP SECONDARY COLLEGE
"18 Heirisson Way, Victoria Park",URSULA FRAYNE CATHOLIC COLLEGE
"18 Helm Street, Maddington",ST FRANCIS' SCHOOL
"18 Henley Park Rise, Pearsall",ALTA-1
"18 Hennessy Drive, Ashby",WANNEROO SECONDARY COLLEGE
"18 Hickey Avenue, Daglish",SHENTON COLLEGE
"18 Hidcote Way, Pearsall",ALTA-1
"18 Honours Rise, Marangaroo",GIRRAWHEEN SENIOR HIGH SCHOOL
"18 Hooley Street, Swanbourne",SCOTCH COLLEGE
"18 Horner Way, Herne Hill",SWAN CHRISTIAN COLLEGE
"18 Hueston Lookout, Leda",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"18 Hyland Way, Wilson",CANNING COLLEGE
"18 Icterine Road, Eglinton",YANCHEP SECONDARY COLLEGE
"18 Indle Street, Willagee",MELVILLE SENIOR HIGH SCHOOL
"18 Indooroopilly Place, Connolly",LAKE JOONDALUP BAPTIST COLLEGE
"18 Inquirer Lane, Stratton",SWAN CHRISTIAN COLLEGE
"18 Ironbark Terrace, Hammond Park",ATWELL COLLEGE
"18 Isaac Way, Calista",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"18 Ivankovich Avenue, Beeliar",DIVINE MERCY COLLEGE
"18 Jeffrey Loop, Brookdale",ARMADALE SENIOR HIGH SCHOOL
"18 Jimbell Street, Mosman Park",IONA PRESENTATION COLLEGE
"18 John Street, Darlington",TREETOPS MONTESSORI SCHOOL
"18 Joondanna Drive, Joondanna",SERVITE COLLEGE
"18 Jordan Street, Haynes",DALE CHRISTIAN SCHOOL
"18 Jubaea Gardens, Mount Claremont",JOHN XXIII COLLEGE
"18 Kendari Road, Clarkson",YOUTH FUTURES COMMUNITY SCHOOL
"18 Kenilworth Street, Maylands",CHISHOLM CATHOLIC COLLEGE
"18 Kentia Close, Warnbro",LIVING WATERS LUTHERAN COLLEGE
"18 Keyes Street, Lathlain",ST CLARE'S SCHOOL
"18 Keystone Loop, Secret Harbour",COMET BAY COLLEGE
"18 Kilborne Avenue, Quinns Rocks",IRENE MCCORMACK CATHOLIC COLLEGE
"18 King William Street, South Fremantle",FREMANTLE COLLEGE
"18 Kingsland Avenue, City Beach",NEWMAN COLLEGE
"18 Kingsley Drive, Kingsley",WOODVALE SECONDARY COLLEGE
"18 Kingston Heath Mews, Jandakot",LAKELAND SENIOR HIGH SCHOOL
"18 Kishorn Road, Applecross",APPLECROSS SENIOR HIGH SCHOOL
"18 La Spezia Drive, Secret Harbour",COMET BAY COLLEGE
"18 Langham Street, Nedlands",SHENTON COLLEGE
"18 Lapage Street, Belmont",BELMONT CITY COLLEGE
"18 Lauraine Drive, Harrisdale",CAREY BAPTIST COLLEGE
"18 Lautrec Loop, Ashby",WANNEROO SECONDARY COLLEGE
"18 Leece Street, Coolbellup",SETON CATHOLIC COLLEGE
"18 Leicester Crescent, Canning Vale",CANNING VALE COLLEGE
"18 Leonidas Road, North Coogee",PORT SCHOOL
"18 Leopold Street, Nedlands",CHRIST CHURCH GRAMMAR SCHOOL
"18 Leslie Road, Middle Swan",LA SALLE COLLEGE
"18 Lindsay Way, Padbury",DUNCRAIG SENIOR HIGH SCHOOL
"18 Linthorn Crescent, Greenmount",SWAN VIEW SENIOR HIGH SCHOOL
"18 Liriope Parkway, Sinagra",WANNEROO SECONDARY COLLEGE
"18 Locock Street, Ascot",CYRIL JACKSON SENIOR CAMPUS
"18 Lookout Vista, Singleton",COMET BAY COLLEGE
"18 Lowan Loop, Karawara",CANNING COLLEGE
"18 Lucinda Court, Huntingdale",THORNLIE SENIOR HIGH SCHOOL
"18 Lynn Street, Trigg",ST MARY'S ANGLICAN GIRLS' SCHOOL
"18 Macdermott Parade, Darch",ASHDALE SECONDARY COLLEGE
"18 Madden Place, Huntingdale",SOUTHERN RIVER COLLEGE
"18 Mader Road, Mundijong",COURT GRAMMAR SCHOOL
"18 Mallion Street, Embleton",JOHN FORREST SECONDARY COLLEGE
"18 Manhattan Avenue, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"18 Mariners View, Mindarie",MINDARIE SENIOR COLLEGE
"18 Maritime Terrace, Coogee",PORT SCHOOL
"18 Markethill Road, Ridgewood",ALKIMOS BAPTIST COLLEGE
"18 Marquis Court, Gosnells",SOUTHERN RIVER COLLEGE
"18 Matthews Way, Stoneville",MUNDARING CHRISTIAN COLLEGE
"18 Mattison Way, Greenwood",WARWICK SENIOR HIGH SCHOOL
"18 McClure Street, Safety Bay",SAFETY BAY SENIOR HIGH SCHOOL
"18 McCormick Street, Warnbro",LIVING WATERS LUTHERAN COLLEGE
"18 Mcdermott Road, Kwinana Town Centre",GILMORE COLLEGE
"18 Mckeown Court, Armadale",JOHN CALVIN CHRISTIAN COLLEGE
"18 McKim Street, Canning Vale",CANNING VALE COLLEGE
"18 McPherson Avenue, Clarkson",YOUTH FUTURES COMMUNITY SCHOOL
"18 Meadowbrook Boulevard, Dianella",ST ANDREW'S GRAMMAR
"18 Melinga Court, Karawara",CLONTARF ABORIGINAL COLLEGE
"18 Meredith Way, Koondoola",MERCY COLLEGE
"18 Mereworth Way, Girrawheen",WARWICK SENIOR HIGH SCHOOL
"18 Messina Avenue, Stirling",SERVITE COLLEGE
"18 Michael Crescent, Boya",TREETOPS MONTESSORI SCHOOL
"18 Midgegooroo Street, Ellenbrook",HOLY CROSS COLLEGE
"18 Milina Street, Hillman",KOLBE CATHOLIC COLLEGE
"18 Millimumul Way, Mullaloo",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"18 Mills Road, Martin",LUMEN CHRISTI COLLEGE
"18 Milverton Loop, Leda",PETER CARNLEY ANGLICAN COMMUNITY SCHOOL
"18 Minjah Circuit, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"18 Minter Way, Aubin Grove",ATWELL COLLEGE
"18 Miramare Boulevard, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"18 Mitchell Street, Wooroloo",EASTERN HILLS SENIOR HIGH SCHOOL
"18 Moir Place, Midvale",SWAN VIEW SENIOR HIGH SCHOOL
"18 Monet Drive, Ashby",LAKE JOONDALUP BAPTIST COLLEGE
"18 Monroe Cross, Aveley",HOLY CROSS COLLEGE
"18 Montelimar Elbow, Port Kennedy",WARNBRO COMMUNITY HIGH SCHOOL
"18 Montrose Street, Lynwood",FOUNTAIN COLLEGE
"18 Mornington Drive, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"18 Morrison Street, Redcliffe",CYRIL JACKSON SENIOR CAMPUS
"18 Muja Lane, Woodbridge",YOUTH FUTURES COMMUNITY SCHOOL
"18 Mulloway Court, Sorrento",DUNCRAIG SENIOR HIGH SCHOOL
"18 Mulloway Place, Warnbro",LIVING WATERS LUTHERAN COLLEGE
"18 Munday Way, Medina",GILMORE COLLEGE
"18 Murphy Crescent, Bertram",THE KING'S COLLEGE
"18 Musgrove Crescent, Boya",TREETOPS MONTESSORI SCHOOL
"18 Mustang Drive, Henley Brook",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"18 Mutiny Terrace, Quinns Rocks",IRENE MCCORMACK CATHOLIC COLLEGE
"18 Narloo Way, Golden Bay",COMET BAY COLLEGE
"18 Nash Street, Daglish",SHENTON COLLEGE
"18 Nasidi Place, Sinagra",WANNEROO SECONDARY COLLEGE
"18 NEEDLEWOOD RISE, Kenwick",REHOBOTH CHRISTIAN COLLEGE
"18 Nerang Mews, Merriwa",ALKIMOS BAPTIST COLLEGE
"18 Newmarket Street, Beaconsfield",FREMANTLE COLLEGE
"18 Nightingale Way, Warnbro",WARNBRO COMMUNITY HIGH SCHOOL
"18 Nodder Lane, Banksia Grove",JOSEPH BANKS SECONDARY COLLEGE
"18 Nogga Retreat, Beeliar",DIVINE MERCY COLLEGE
"18 Noora Way, Quinns Rocks",ALKIMOS BAPTIST COLLEGE
"18 Norma Road, Alfred Cove",APPLECROSS SENIOR HIGH SCHOOL
"18 Normandy Parade, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"18 Northcliffe Avenue, Clarkson",YOUTH FUTURES COMMUNITY SCHOOL
"18 Novelli Parade, Piara Waters",CAREY BAPTIST COLLEGE
"18 Oakover Street, East Fremantle",JOHN CURTIN COLLEGE OF THE ARTS
"18 Oceanic Court, Port Kennedy",WARNBRO COMMUNITY HIGH SCHOOL
"18 Old York Road, Greenmount",SWAN VIEW SENIOR HIGH SCHOOL
"18 Oldham Pass, High Wycombe",YOUTH FUTURES COMMUNITY SCHOOL
"18 Olding Street, Melville",MELVILLE SENIOR HIGH SCHOOL
"18 Olive Street, Guildford",GUILDFORD GRAMMAR SCHOOL
"18 Ollera Meander, Carramar",JOSEPH BANKS SECONDARY COLLEGE
"18 O'Mara Boulevard, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"18 Omaroo Terrace, City Beach",NEWMAN COLLEGE
"18 Opal Way, Mount Richon",ARMADALE SENIOR HIGH SCHOOL
"18 Orchid Street, Joondanna",SERVITE COLLEGE
"18 Oriana Place, Currambine",PRENDIVILLE CATHOLIC COLLEGE
"18 Orkney Road, Greenwood",GREENWOOD COLLEGE
"18 Osaka Loop, Hocking",WANNEROO SECONDARY COLLEGE
"18 Ostling Avenue, Bertram",THE KING'S COLLEGE
"18 Pardalote Court, Beeliar",DIVINE MERCY COLLEGE
"18 PARK ROAD, Kenwick",REHOBOTH CHRISTIAN COLLEGE
"18 Parkfield Boulevard, Bertram",THE KING'S COLLEGE
"18 Parkhill Way, Wilson",CANNING COLLEGE
"18 Parkin Court, Eden Hill",HAMPTON SENIOR HIGH SCHOOL
"18 Parkin Way, Marangaroo",GIRRAWHEEN SENIOR HIGH SCHOOL
"18 Parkview Drive, Southern River",PROVIDENCE CHRISTIAN COLLEGE
"18 Parsons Way, Innaloo",INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA
"18 Partridge Street, Orelia",GILMORE COLLEGE
"18 Pasalich Bend, Aveley",SWAN VALLEY ANGLICAN COMMUNITY SCHOOL
"18 Patfield Street, Myaree",MELVILLE SENIOR HIGH SCHOOL
"18 Pavo Close, Rockingham",SAFETY BAY SENIOR HIGH SCHOOL
"18 Pavonia Parade, Baldivis",BALDIVIS SECONDARY COLLEGE
"18 Peacock Avenue, Singleton",COMET BAY COLLEGE
"18 Pearson Street, Ashfield",CYRIL JACKSON SENIOR CAMPUS
"18 Peoples Avenue, Gooseberry Hill",KALAMUNDA SENIOR HIGH SCHOOL
"18 Perrona Gardens, Mullaloo",BELRIDGE SECONDARY COLLEGE
"18 Persian Grove, Karnup",COMET BAY COLLEGE
"18 Phar Lap Road, Wattle Grove",REHOBOTH CHRISTIAN COLLEGE
"18 Piermont Avenue, Burns Beach",LAKE JOONDALUP BAPTIST COLLEGE
"18 Pilkington Street, Canning Vale",CANNING VALE COLLEGE
"18 Pinewood Avenue, Woodlands",CHURCHLANDS SENIOR HIGH SCHOOL
"18 Pleasant Mews, Marangaroo",ASHDALE SECONDARY COLLEGE
"18 Ploughshare Place, South Lake",LAKELAND SENIOR HIGH SCHOOL
"18 Plumosa Crescent, Dayton",GOVERNOR STIRLING SENIOR HIGH SCHOOL
"18 Polyantha Gardens, Mirrabooka",MERCY COLLEGE
"18 Pomarine Drive, Gwelup",BALCATTA SENIOR HIGH SCHOOL
"18 Ponte Vecchio Boulevard, Ellenbrook",ELLENBROOK SECONDARY COLLEGE
"18 Porteous Road, Sorrento",SACRED HEART COLLEGE
"18 Portland Mews, Bennett Springs",KIARA COLLEGE
"18 Portsmouth Place, Waikiki",SOUTH COAST BAPTIST COLLEGE
"18 Portsmouth Street, Jindalee",BUTLER COLLEGE
"18 Poseidon Road, Byford",BYFORD SECONDARY COLLEGE
"18 Powell Crescent, Brookdale",DALE CHRISTIAN SCHOOL
"18 Priestley Street, Embleton",JOHN FORREST SECONDARY COLLEGE
"18 Princeton Circle, Alexander Heights",ASHDALE SECONDARY COLLEGE
"18 Priory Road, Maida Vale",DARLING RANGE SPORTS COLLEGE
"18 Putting Green, Maddington",LUMEN CHRISTI COLLEGE
"18 PYMORE CRESCENT, Butler",BUTLER COLLEGE
"18 Quorn Street, Wembley Downs",HALE SCHOOL
"18 Radiata Street, Maddington",LUMEN CHRISTI COLLEGE
"18 Raeburn Crescent, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"18 Rainham Avenue, Mindarie",QUINNS BAPTIST COLLEGE
"18 Ranthus Avenue, Bennett Springs",KIARA COLLEGE
"18 Redcliffe Street, East Cannington",SEVENOAKS SENIOR COLLEGE
"18 Reddington Way, Brentwood",ALL SAINTS' COLLEGE
"18 Redgate Court, Kiara",KIARA COLLEGE
"18 Redmond Street, Salter Point",AQUINAS COLLEGE
"18 Reen Street, St James",CANNING COLLEGE
"18 Reeve Street, Swanbourne",SCOTCH COLLEGE
"18 Regatta Boulevard, Champion Lakes",JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL
"18 Regelia Vista, Beeliar",DIVINE MERCY COLLEGE
"18 Regina Loop, Currambine",LAKE JOONDALUP BAPTIST COLLEGE
"18 Rheingold Place, Mirrabooka",JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL
"18 Rhine Way, Swan View",SWAN VIEW SENIOR HIGH SCHOOL
"18 Richmond Street, North Perth",ARANMORE CATHOLIC COLLEGE
"18 Rickman Street, Balcatta",BALCATTA SENIOR HIGH SCHOOL
"18 Ridgewood Boulevard, Ridgewood",CLARKSON COMMUNITY HIGH SCHOOL
"18 River View Terrace, Mount Pleasant",AQUINAS COLLEGE
"18 Roberta Street, Daglish",SHENTON COLLEGE
"18 Robinson Road, Darlington",TREETOPS MONTESSORI SCHOOL
"18 Romani Court, Lockridge",KIARA COLLEGE
"18 Romeo Road, Coolbellup",NORTH LAKE SENIOR CAMPUS
"18 Rosaglen Rise, Noranda",KIARA COLLEGE
"18 Rowell Gardens, High Wycombe",YOUTH FUTURES COMMUNITY SCHOOL
"18 Roxwell Way, Girrawheen",GIRRAWHEEN SENIOR HIGH SCHOOL
"18 Ruby Way, Maida Vale",DARLING RANGE SPORTS COLLEGE
"18 Rudall Court, Clarkson",CLARKSON COMMUNITY HIGH SCHOOL
"18 Rutherford Square, Orelia",GILMORE COLLEGE
"18 Sandgate Boulevard, Baldivis",TRANBY COLLEGE
"18 Sandilands Circuit, Tapping",JOSEPH BANKS SECONDARY COLLEGE
"18 Sandover Road, Darlington",TREETOPS MONTESSORI SCHOOL
"18 Sandra Way, Rossmoyne",ROSSMOYNE SENIOR HIGH SCHOOL
"18 Sarus Rise, Gwelup",BALCATTA SENIOR HIGH SCHOOL
"18 Scido Rise, Darch",ASHDALE SECONDARY COLLEGE
"18 Seabird Bend, Jindalee",BUTLER COLLEGE
"18 Seafarer Way, Jindalee",BUTLER COLLEGE
"18 Seagrove Boulevard, Merriwa",ALKIMOS BAPTIST COLLEGE
"18 Seashells Crescent, Singleton",COMET BAY COLLEGE
"18 Seeadler Street, Clarkson",YOUTH FUTURES COMMUNITY SCHOOL
"18 Sefton Avenue, Viveash",LA SALLE COLLEGE
"18 Serotina Lane, Aubin Grove",ATWELL COLLEGE
"18 Sharach Retreat, Hilbert",DALE CHRISTIAN SCHOOL
"18 Sherwin Rise, Landsdale",LANDSDALE CHRISTIAN SCHOOL
"18 SHOREHAM TURN, Mindarie",YOUTH FUTURES COMMUNITY SCHOOL
"18 Sierra Nevada Ridge, Merriwa",IRENE MCCORMACK CATHOLIC COLLEGE
"18 Silas Parade, Alkimos",BUTLER COLLEGE
"18 Silvereye Court, Beeliar",DIVINE MERCY COLLEGE
"18 Sittella Gardens, East Cannington",SEVENOAKS SENIOR COLLEGE
"18 Sittella Turn, Joondalup",LAKE JOONDALUP BAPTIST COLLEGE
"18 Smoke Bush Way, Ellenbrook",ELLENBROOK SECONDARY COLLEGE
"18 Spence Street, Trigg",ST MARY'S ANGLICAN GIRLS' SCHOOL
"18 Spinifex Way, Canning Vale",THORNLIE SENIOR HIGH SCHOOL
"18 St James Approach, Iluka",PRENDIVILLE CATHOLIC COLLEGE
"18 St Kilda Road, Rivervale",ST CLARE'S SCHOOL
"18 Stanford Road, Kallaroo",ST MARK'S ANGLICAN COMMUNITY SCHOOL
"18 Starlight Pass, Seville Grove",CECIL ANDREWS COLLEGE
"18 Stevens Road, High Wycombe",DARLING RANGE SPORTS COLLEGE
"18 Stirling Close, Swan View",SWAN VIEW SENIOR HIGH SCHOOL
"18 Stuart Street, Mosman Park",IONA PRESENTATION COLLEGE
"18 Sullivan Way, Kardinya",KENNEDY BAPTIST COLLEGE
"18 Sunart Close, Hamersley",WARWICK SENIOR HIGH SCHOOL
"18 Susan Road, Madeley",KINGSWAY CHRISTIAN COLLEGE
"18 Swiftlet Way, Gwelup",CARINE SENIOR HIGH SCHOOL
"18 Swinford Approach, Butler",BUTLER COLLEGE
"18 Sylvan Way, Seville Grove",CECIL ANDREWS COLLEGE
"18 Syree Court, Marmion",SACRED HEART COLLEGE
"18 Talbot Road, Swan View",SWAN VIEW SENIOR HIGH SCHOOL
"18 Tarn Drive, Canning Vale",CANNING VALE COLLEGE
"18 Tarwarri Close, Hillman",KOLBE CATHOLIC COLLEGE
"18 Taunton Way, Karrinyup",ST MARY'S ANGLICAN GIRLS' SCHOOL
"18 Taylor Street, White Gum Valley",FREMANTLE COLLEGE
"18 Tella Street, Gooseberry Hill",KALAMUNDA SENIOR HIGH SCHOOL
"18 Tenby Close, Merriwa",ALKIMOS BAPTIST COLLEGE
"18 Teneriffe Place, Mirrabooka",JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL
