ADDRESS,YEAR_SOLD
"19 Hassars Road, Secret Harbour",2018
"19 Hayward Parade, Coogee",2019
"19 Hazlett Place, Waikiki",2019
"19 Heaton Way, Safety Bay",2019
"19 Heidelberg Street, Aubin Grove",2019
"19 Hennessy Drive, Ashby",2016
"19 Hepworth Road, Trigg",2015
"19 Hester Street, Langford",2018
"19 Heysham Bend, Butler",2020
"19 Hibiscus Court, Churchlands",2015
"19 Hicks Way, Hillarys",2018
"19 Hodge Street, Willagee",2018
"19 Honeymyrtle Turn, Stirling",2017
"19 Hope Avenue, Salter Point",2014
"19 Hudleston Rise, Alexander Heights",2017
"19 Hudson Avenue, Girrawheen",2016
"19 Hybanthus Avenue, High Wycombe",2019
"19 Illawarra Crescent, Canning Vale",2019
"19 Illawong Way, Kingsley",2018
"19 Ind Street, Lesmurdie",2020
"19 Indiana Parade, Singleton",2018
"19 Integra Street, Aveley",2019
"19 Inveraray Crescent, Hamersley",2016
"19 Inverness Court, Cooloongup",2020
"19 Inverness Crescent, Menora",2013
"19 Inwood Place, Murdoch",2013
"19 Jaccard Way, Lynwood",2017
"19 Jaeger Bend, Tapping",2020
"19 James Road, Kalamunda",2019
"19 Jewell Parade, North Fremantle",2018
"19 Jobson Loop, Brookdale",2014
"19 Johnson Close, Winthrop",2014
"19 Johnson Street, Redcliffe",2018
"19 Jouissance Bend, Atwell",2019
"19 Jupiter Bend, Rockingham",2019
"19 Justicia Close, Woodvale",2018
"19 Kambalda Way, Kewdale",2018
"19 Kane Way, Byford",2019
"19 Karalundie Way, Mullaloo",2020
"19 Kembla Circle, Madeley",2017
"19 Kennard Street, Kensington",2016
"19 Kerswell Way, Warnbro",2018
"19 Kiandra Parade, Ballajura",2018
"19 Kilborne Avenue, Quinns Rocks",2020
"19 Kinbrace Way, Lynwood",2019
"19 Kinloch Pass, Aubin Grove",2016
"19 Kinross Road, Applecross",2018
"19 Kinsale Bend, Port Kennedy",2019
"19 Kinsale Drive, Mindarie",2020
"19 Kippilaw Loop, Carramar",2020
"19 Kirby Way, Samson",2015
"19 Klem Avenue, Redcliffe",2018
"19 Klem Avenue, Salter Point",2013
"19 Koolgoo Way, Koongamia",2006
"19 Kooya Way, Wattle Grove",2015
"19 Kurrajong Road, Safety Bay",2017
"19 Kurrat Elbow, South Guildford",2017
"19 Kurrawa Street, Hillman",2016
"19 Kurrden Way, Swan View",2019
"19 Lakeside Drive, Helena Valley",2017
"19 Landbeach Boulevard, Butler",2020
"19 Landon Way, Mount Claremont",2016
"19 Langridge Crescent, Orelia",2016
"19 Langsford Street, Claremont",2020
"19 Larkin Court, Medina",2015
"19 lawlor Road, Attadale",2017
"19 Lawson Way, Padbury",2018
"19 Leach Street, Marmion",2013
"19 Lee Avenue, Hilton",2016
"19 Lennox Place, Hamersley",2018
"19 Letterkenny Road, Bullsbrook",2019
"19 Leyton Court, Kingsley",2018
"19 Lifford Way, Bellevue",2014
"19 Lillico Avenue, Burns Beach",2020
"19 Limetree Circuit, Mindarie",2018
"19 Lincoln Mews, Orelia",2019
"19 Linden Way, Forrestfield",2020
"19 Lindholm Retreat, Mindarie",2018
"19 Lindley Street, Embleton",2016
"19 Linear Avenue, Mullaloo",2020
"19 Lissadell Terrace, Ellenbrook",2019
"19 Logpine Crescent, Camillo",2016
"19 Lombe Gardens, Atwell",2017
"19 Lowan Loop, Karawara",2013
"19 Lucida Road, Southern River",2020
"19 Lunata Street, Dayton",2016
"19 Lydon Boulevard, Atwell",2017
"19 Madrid Terrace, Hocking",2017
"19 Maguire Avenue, Beechboro",2017
"19 Maidos Street, Ashfield",2011
"19 Maidstone Parade, Secret Harbour",2019
"19 Maracas Cove, Iluka",2019
"19 Maritime Avenue, Kardinya",2017
"19 Marjorie Avenue, Shelley",2019
"19 Markethill Road, Ridgewood",2015
"19 Marlin Way, Golden Bay",2017
"19 Marmion Street, Fremantle",2020
"19 Martindale Avenue, Madeley",2020
"19 Martinique Mews, Hillarys",2018
"19 Masters Street, Kenwick",2018
"19 Mataitai Loop, Cooloongup",2019
"19 Mattingley Heights, Murdoch",2020
"19 Maydwell Way, Calista",2012
"19 MAYFIELD Drive, Brabham",2017
"19 Mcalinden Close, Noranda",2020
"19 McCombe Avenue, Samson",2016
"19 Mccormick Street, Warnbro",2020
"19 Meagher Way, Beechboro",2018
"19 Melrose Crescent, Menora",2007
"19 Melton Hill Lane, Champion Lakes",2013
"19 Messina Drive, Sinagra",2014
"19 Mifflin Place, Leeming",2019
"19 Mileura Street, Golden Bay",2020
"19 Millbrook Avenue, Bertram",2016
"19 Miller Avenue, Redcliffe",2019
"19 Minton Bend, Harrisdale",2018
"19 Minyon Circuit, Atwell",2018
"19 Mirima Way, Wandi",2014
"19 Mitford Street, Swanbourne",2016
"19 Mockeridge Circuit, Middle Swan",2013
"19 Modena Place, Balga",2020
"19 Monaltrie Loop, Carramar",2018
"19 Monota Avenue, Shelley",2017
"19 Monticello Meander, Landsdale",2018
"19 Monument Street, Mosman Park",2020
"19 Mount Henry Road, Salter Point",2017
"19 Mulligan Way, Orelia",2015
"19 Myerson Crescent, Maida Vale",2016
"19 Narrier Close, South Guildford",2017
"19 Naunton Crescent, Eden Hill",2017
"19 Neilson Street, Hammond Park",2019
"19 Newgate Street, Alexander Heights",2019
"19 Newport Way, Lynwood",2018
"19 Nirimba Close, South Guildford",2017
"19 Noonameena Place, Darlington",2017
"19 Noosa Drive, Secret Harbour",2020
"19 Noreena Avenue, Golden Bay",2018
"19 NORTHECUT RISE, Parmelia",2019
"19 Oakdale Street, Floreat",2020
"19 Oakover Way, Gosnells",2018
"19 Opal Way, Mount Richon",2014
"19 Orberry Place, Thornlie",2019
"19 Orchid Avenue, Bennett Springs",2014
"19 O'reilly Court, Jane Brook",2017
"19 Oriole Way, Tapping",2017
"19 Orion Way, Marangaroo",2020
"19 Oxley Place, Darlington",2016
"19 Parkinson Road, Banksia Grove",2017
"19 Pascal Mews, Ridgewood",2015
"19 Patchett Street, Cloverdale",2018
"19 Peel Street, Jolimont",2012
"19 Pelican Loop, High Wycombe",2019
"19 Peninsula Avenue, Heathridge",2019
"19 Pennington Way, Brabham",2018
"19 Periwinkle Way, Parkwood",2015
"19 Peterborough Circle, North Lake",2011
"19 Pexton Drive, South Guildford",2018
"19 Pira Loop, Byford",2019
"19 Plane Tree Green, Forrestfield",2020
"19 Plumeria Rise, Sinagra",2017
"19 Polglass Way, Ardross",2016
"19 Prendiville Way, Langford",2019
"19 Quail Place, Langford",2017
"19 Quartz Avenue, Wellard",2018
"19 Queenscliff Court, Kallaroo",2017
"19 Railway Crescent, Herne Hill",2013
"19 Railway Parade, Glen Forrest",2018
"19 Rainbow Way, Gwelup",2016
"19 Ramsay Street, Karrinyup",2020
"19 Ranunculus Court, Beeliar",2020
"19 Rathay Street, Victoria Park",2018
"19 Ravenscroft Way, Kelmscott",2018
"19 Reeves Entrance, Success",2018
"19 Regent Court, Cockburn Central",2020
"19 Richardson Road, Coogee",2020
"19 Riding Way, Bull Creek",2017
"19 River Bank Boulevard, South Guildford",2017
"19 Rivett Way, Brentwood",2017
"19 Robin Street, Menora",2013
"19 Rosedale Vista, Hocking",2019
"19 Rotohine Place, Cooloongup",2016
"19 Rungine Way, Pearsall",2019
"19 Russon Court, Alexander Heights",2020
"19 Saddler Circle, Mirrabooka",2016
"19 Sailfish Close, Beldon",2016
"19 Salamanca Boulevard, Seville Grove",2017
"19 Salicina Gardens, Roleystone",2020
"19 Salisbury Road, Midvale",2015
"19 Salter Point Parade, Salter Point",2013
"19 Salvator Street, Noranda",2019
"19 Salzburg Way, Wanneroo",2019
"19 San Pedro Turn, Iluka",2016
"19 Sandleford Way, Hammond Park",2020
"19 Sandover Crescent, Winthrop",2016
"19 Sandstone Place, Marmion",2012
"19 Sanford Court, Lockridge",2018
"19 Sao Jorge Green, Secret Harbour",2019
"19 Sapphire Crescent, Balcatta",2020
"19 Saturn Street, Beckenham",2020
"19 Scaddan Street, Wembley",2018
"19 Seabird Bend, Jindalee",2017
"19 Seabrook Place, Success",2019
"19 Sebago Street, Wellard",2018
"19 Second Avenue, Kensington",2017
"19 Sekem Street, North Perth",2020
"19 Selkirk Drive, Kinross",2017
"19 Sellafield Bend, Waikiki",2018
"19 Sessilis Crescent, Wattle Grove",2018
"19 Shacklock Crescent, Winthrop",2017
"19 Shirley Road, Walliston",2013
"19 Sholl Avenue, North Beach",2017
"19 Short Street, Kenwick",2019
"19 Sierra Nevada Ridge, Merriwa",2018
"19 Silich Court, Mundijong",2015
"19 Simmons Loop, Parmelia",2018
"19 Singleton Beach Road, Singleton",2015
"19 Slade Street, Bayswater",2019
"19 Sloan Drive, Leda",2019
"19 Small Street, Beechboro",2016
"19 Smith Street, Claremont",2019
"19 Solquest Way, Cooloongup",2019
"19 Southwark Way, Morley",2019
"19 Spiers Place, Middle Swan",2015
"19 Sporing Way, Hillarys",2020
"19 Spring Hill, Tapping",2020
"19 Sproxton Way, Embleton",2015
"19 St Andrews Way, Duncraig",2019
"19 St Elias Place, Caversham",2017
"19 St Helens Grove, Landsdale",2019
"19 Stanley Street, Glen Forrest",2014
"19 Stewart Way, Noranda",2018
"19 Storey Road, Thornlie",2018
"19 Stradbroke Gardens, Ridgewood",2015
"19 Strathclyde Circuit, Champion Lakes",2015
"19 Swanway Crescent, Swanbourne",2016
"19 Sweeting Street, Woodlands",2020
"19 Tapalla Turn, Merriwa",2016
"19 Teaguer Street, Wilson",2020
"19 Tedrake Street, Willagee",2017
"19 Templemore Drive, Heathridge",2017
"19 Terelinck Crescent, Redcliffe",2016
"19 Tern Loop, Yangebup",2019
"19 Tetbury Road, Butler",2020
"19 Thackeray Street, Spearwood",2018
"19 Thaxted Street, Wellard",2018
"19 The Embankment, South Guildford",2018
"19 The Lakes Boulevard, Jandakot",2013
"19 Third Avenue, Burns Beach",2020
"19 Thrive Terrace, Seville Grove",2018
"19 Thurleigh Approach, Butler",2020
"19 Tintern Road, Ashby",2019
"19 Tolbury Retreat, Kiara",2015
"19 Tolladine Vista, The Vines",2017
"19 Tonkin Street, Mundijong",2014
"19 Torrenova Way, Sinagra",2014
"19 TOWNSEND DALE, Mount Claremont",2018
"19 Trafalgar Road, Lesmurdie",2016
"19 Truscott Elbow, Alexander Heights",2016
"19 Tuart Court, Thornlie",2019
"19 Tuart Road, Lesmurdie",2020
"19 Turnstone Glade, Bennett Springs",2016
"19 Unnaro Street, Hillman",2011
"19 Ventnor Avenue, Mount Pleasant",2018
"19 Veronica Street, Riverton",2018
"19 Waddington Crescent, Koondoola",2015
"19 Wade Square, Stratton",2015
"19 Waldorf Ramble, Currambine",2017
"19 Wallan Court, Maddington",2018
"19 Waltham Court, Bateman",2015
"19 Wangalla Place, Koongamia",2012
"19 Waratah Drive, Camillo",2015
"19 Warner Court, Manning",2016
"19 Warnford Street, Butler",2020
"19 Waterfields Drive, Bertram",2019
"19 Waterlily Close, Huntingdale",2016
"19 Waterway Pass, Bennett Springs",2016
"19 Watkins Street, White Gum Valley",2017
"19 Wenn Road, Singleton",2017
"19 Westfield Road, Camillo",2020
"19 Westlake Road, Morley",2019
"19 Westport Parade, Darch",2017
"19 Whatley Crescent, Bayswater",2018
"19 Whitcombe Way, Alexander Heights",2016
"19 Whitehaven Avenue, Burns Beach",2020
"19 Williamson Way, Trigg",2015
"19 Willis Terrace, Hammond Park",2018
"19 Willow Bank Entrance, Gwelup",2019
"19 Windy Lane, Yanchep",2018
"19 Wisteria Parade, Edgewater",2018
"19 Wortley Road, Greenmount",2017
"19 Yenisey Crescent, Beechboro",2017
"19 Yoondarn Elbow, Wattle Grove",2017
"19/15 Scaphella Avenue, Mullaloo",2016
"19/4 Allum Green, Merriwa",2016
"19/6 York Street, Inglewood",2020
"190 Balfour Street, Huntingdale",2016
"190 Bickley Road, Beckenham",2018
"190 Caridean Street, Heathridge",2020
"190 Gaebler Road, Aubin Grove",2017
"190 Landsdale Road, Landsdale",2020
"190 Newborough Street, Karrinyup",2018
"190 Riseley Street, Booragoon",2019
"190 Runnymede Gate, Leda",2016
"190 Suffolk Street, Caversham",2018
"191 South Street, Beaconsfield",2017
"191 Stock Road, Palmyra",2019
"192 Daglish Street, Wembley",2018
"192 Eddystone Avenue, Beldon",2016
"192 Ferndale Crescent, Ferndale",2017
"192 Grand Ocean Boulevard, Port Kennedy",2020
"192 Honeywood Avenue, Wandi",2017
"192 Swan Street, Guildford",2016
"192 Yangebup Road, Yangebup",2019
"192A Hancock Street, Doubleview",2020
"192A Woodside Street, Doubleview",2018
"193 Edgewater Drive, Edgewater",2016
"193 Harpenden Street, Huntingdale",2018
"193 Hector Street, Osborne Park",2018
"193 Leach Highway, Willagee",2020
"193a Bishopsgate Street, Carlisle",2017
"194 Currie Street, Warnbro",2020
"194 Lagoon Drive, Yanchep",2019
"194 Shaftesbury Avenue, Bedford",2016
"194A Hardey Road, Belmont",2018
"194B Nicholson Road, Langford",2014
"195 Daglish Street, Wembley",2018
"195 Fendam Street, Warnbro",2018
"195 Gloucester Street, Victoria Park",2018
"195 Hardey Road, Belmont",2019
"195 Ninth Avenue, Inglewood",2017
"195 Robinson Road, Mahogany Creek",2005
"195 Rosedale Road, Chidlow",2013
"195 Viveash Road, Swan View",2019
"195 Wentworth Parade, Success",2018
"195 Wungong Road, Brookdale",2013
"195A Bateman Road, Brentwood",2015
"195A Kitchener Road, Booragoon",2018
"196 Blackadder Road, Swan View",2019
"196 Central Avenue, Inglewood",2018
"196 Fendam Street, Warnbro",2018
"197 Coode Street, Bedford",2018
"197 Kenwick Road, Kenwick",2015
"197 Salisbury Street, Bedford",2017
"197 Secret Harbour Boulevard, Secret Harbour",2019
"197 Winterfold Road, Coolbellup",2016
"197A Brookton Highway, Kelmscott",2019
"197A Holbeck Street, Doubleview",2020
"197A Newborough Street, Doubleview",2018
"197A Rosebery Street, Bedford",2020
"197B Hale Road, Wembley Downs",2018
"198 Bridgewater Drive, Kallaroo",2017
"198 Clayton Street, Koongamia",2015
"198 Kitchener Road, Booragoon",2020
"198 Lakey Street, Southern River",2019
"198 Newborough Street, Karrinyup",2020
"198 Runnymede Gate, Leda",2015
"198 Shaftesbury Avenue, Bedford",2019
"198 Watts Road, Wilson",2016
"198 Wright Road, Harrisdale",2019
"198A Seventh Avenue, Inglewood",2018
"198B Bateman Road, Brentwood",2012
"199 Eddystone Avenue, Beldon",2015
"199 Elderberry Drive, South Lake",2017
"199 Huntriss Road, Doubleview",2020
"199 McDonald Street, Joondanna",2017
"199 Patricia Street, Caversham",2016
"199 Twickenham Drive, Kingsley",2020
"199B Reynolds Road, Mount Pleasant",2019
"19A Allen Street, East Fremantle",2020
"19A Bay Road, Claremont",2018
"19A Bayview Vista, Ballajura",2018
"19A Bilgoman Road, Glen Forrest",2014
"19A Brockway Road, Mount Claremont",2016
"19A Burdekin Turn, Hilbert",2014
"19A Burroughs Road, Karrinyup",2017
"19A Chancery Lane, Alexander Heights",2017
"19A Chiswick Street, Wembley Downs",2017
"19A Collier Street, Ardross",2019
"19A Dean Road, Bateman",2017
"19A Ednah Street, Como",2019
"19a Fern Road, Wilson",2017
"19a Gnobar Way, Mullaloo",2016
"19A Gray Road, Gooseberry Hill",2015
"19A Harrolyn Avenue, Riverton",2017
"19a Howard Parade, Salter Point",2018
"19A Instone Street, Hilton",2019
"19A Jackson Road, Karawara",2008
"19A Latham Street, Alfred Cove",2017
"19A Malone Street, Willagee",2018
"19A Millet Street, Joondanna",2018
"19A Mimosa Avenue, Mount Claremont",2018
"19A Minibah Street, Wembley Downs",2019
"19A Morden Street, Wembley Downs",2018
"19A O'rourke Close, Murdoch",2012
"19A Penelope Place, Innaloo",2019
"19A Robertson Street, Hazelmere",2005
"19A Robin Street, Menora",2020
"19a Schacht Court, Myaree",2015
"19A Stirk Road, Alfred Cove",2015
"19a Tuart Street, Yokine",2019
"19A Walcha Street, Mullaloo",2016
"19A Wattle Mews, Hocking",2017
"19B Beach Road, Marmion",2016
"19B Conical Rise, Woodvale",2017
"19B Gairloch Place, Joondalup",2018
"19B Galahad Way, Carine",2017
"19B Huntington Road, Coogee",2019
"19B Lombardy Street, Woodlands",2017
"19B Portree Way, Ardross",2016
"19B Prince Street, Queens Park",2017
"19B Robertson Street, Hazelmere",2005
"19B Salen Court, Ardross",2017
"19B Snook Crescent, Hilton",2017
"19B Vernon Place, Spearwood",2018
"19C Coonawarra Drive, Caversham",2018
"1A Acapulco Way, Southern River",2018
"1A Alford Street, Balcatta",2018
"1a Andrews Way, Herne Hill",2009
"1A Angler Court, Wilson",2016
"1A Anona Place, Riverton",2017
"1A Apara Way, Nollamara",2018
"1A Boon Street, Willagee",2018
"1A Bradley Way, Lockridge",2018
"1a Bromley Street, Embleton",2016
"1A Bulimba Road, Nedlands",2018
"1A Bushell Place, Ardross",2016
"1a Caple Street, Willagee",2019
"1a Casablanca Avenue, Southern River",2017
"1A Cetara Chase, Sinagra",2014
"1A Chipala Road, Westminster",2020
"1A Cullen Street, Shenton Park",2016
"1A Derry Avenue, Mount Nasura",2015
"1a Egham Road, Burswood",2019
"1A Elvire Street, Watermans Bay",2014
"1A Everard Close, Woodvale",2018
"1A Forster Avenue, Lathlain",2015
"1a Guildford Road, Ashfield",2007
"1A Gull Street, Marmion",2013
"1A Hamersley Road, Sorrento",2019
"1A Harley Street, Highgate",2018
"1A Hassett Street, Cloverdale",2017
"1A Helen Street, Bellevue",2013
"1A Johanson Promenade, Murdoch",2018
"1A Johnson Avenue, Guildford",2015
"1a Kadina Street, Craigie",2017
"1A Karoonda Road, Booragoon",2020
"1A Kirwan Street, Floreat",2018
"1A Leach Avenue, Riverton",2018
"1A Lesser Street, West Leederville",2016
"1A Lewes Road, Nollamara",2020
"1A Nailsworth Street, Cottesloe",2019
"1A Old York Road, Greenmount",2016
"1A Pannell Road, Bateman",2020
"1A Perkins Road, Melville",2019
"1A Queen Street, Claremont",2018
"1A Spargo Street, Myaree",2017
"1A Tavistock Crescent, Lynwood",2015
"1A Thomas Street, Nedlands",2018
"1A Warnes Street, Maylands",2020
"1A Webb Street, Rossmoyne",2016
"1A York Avenue, Bentley",2017
"1B Beryl Street, Balcatta",2018
"1B Charles Street, Karrinyup",2018
"1B David Street, Mount Pleasant",2018
"1B Frobisher Avenue, Sorrento",2018
"1B Harrow Street, Maylands",2020
"1B Hayward Street, Myaree",2019
"1B Hugh Street, Watermans Bay",2011
"1B Klein Street, Karrinyup",2017
"1B Knutsford Street, Fremantle",2018
"1b Letchworth Centre Avenue, Salter Point",2017
"1B Malsbury Street, Bicton",2020
"1B Mcknight Place, Melville",2017
"1B Moennich Court, Coolbellup",2017
"1B Norma Road, Alfred Cove",2015
"1B Old Maida Vale Road, Maida Vale",2019
"1B Plankton Place, Heathridge",2018
"1B Rawlins Street, Glendalough",2014
"1B Taplow Parade, Ashby",2014
"1B Tavistock Crescent, Lynwood",2015
"1b Tetworth Crescent, Nollamara",2018
"1b Williams Road, Melville",2017
"1C Atwell Street, Belmont",2017
"1C Cambey Way, Brentwood",2014
"1C Collier Avenue, Balcatta",2020
"1C Errinbee Street, Riverton",2015
"1C Hayward Street, Myaree",2019
"1C Lee Place, Bicton",2017
"1D Kitchener Road, Melville",2020
"1F Clydesdale Street, Burswood",2020
"1F Kitchener Road, Melville",2017
"2 Abbey Court, Cockburn Central",2014
"2 Abilene Link, Success",2020
"2 Abraham Court, Wanneroo",2018
"2 Addison Street, South Perth",2020
"2 Aero Drive, Maylands",2019
"2 Alice Road, Port Kennedy",2019
"2 Alice Street, Bellevue",2012
"2 Allpike Street, Guildford",2019
"2 Allport Close, Huntingdale",2019
"2 Almond Street, Guildford",2013
"2 Aloe Court, Woodvale",2018
"2 Altair Way, Beldon",2016
"2 Altea Rise, Secret Harbour",2019
"2 Alvah Street, St James",2018
"2 Amber Grove, Ballajura",2019
"2 Anstie Way, Bull Creek",2018
"2 Anthony Street, South Perth",2019
"2 Antigua Place, Southern River",2017
"2 Archer Way, Wattle Grove",2016
"2 Aries Court, Shelley",2018
"2 Armadale Crescent, Coolbinia",2014
"2 Armata Walk, Mirrabooka",2016
"2 Arne Court, Ocean Reef",2017
"2 Arundel Street, Kensington",2017
"2 Ashwood Place, South Lake",2016
"2 Augusta Court, Connolly",2014
"2 Aurora Grove, Ocean Reef",2019
"2 Austin Place, Winthrop",2017
"2 Ava Court, Quinns Rocks",2020
"2 Avila Link, Burns Beach",2019
"2 Baal Street, Palmyra",2020
"2 Babbler Court, Maida Vale",2017
"2 Ballart Way, Dianella",2020
"2 Ballymote Gardens, Ridgewood",2014
"2 Bangor Way, Orelia",2019
"2 Banjong Street, Martin",2014
"2 Barang Circuit, Karawara",2012
"2 Barlow Street, Sawyers Valley",2010
"2 Barnsley Street, Queens Park",2017
"2 Barracuda Court, Sorrento",2020
"2 Barrow Crescent, North Coogee",2019
"2 Bassina Court, Hillarys",2020
"2 Batavia Way, Salter Point",2019
"2 Bates loop, Lockridge",2015
"2 Beard Street, Beaconsfield",2016
"2 Beckler Court, Padbury",2019
"2 Bedale Street, Dianella",2020
"2 Bedford Road, Ardross",2019
"2 Beenan Elbow, South Guildford",2016
"2 Belfast Crescent, Ridgewood",2016
"2 Bell Court, Armadale",2020
"2 Bellata Place, Kenwick",2016
"2 Bellevue Avenue, Dalkeith",2016
"2 Ben Close, Craigie",2018
"2 Bennevis Turn, Kinross",2019
"2 Berrow Place, Leda",2015
"2 Betula Court, Woodvale",2020
"2 Billing Place, Mount Richon",2018
"2 Billings Way, Winthrop",2018
"2 Bittern Lane, Beeliar",2019
"2 Blancoa Lane, Stirling",2020
"2 Blaxland Elbow, Seville Grove",2017
"2 Bonita Way, Tapping",2017
"2 Bourke View, Jane Brook",2015
"2 Bovell Gardens, Leeming",2018
"2 Bowline Avenue, Alkimos",2019
"2 Bowood Cove, Kiara",2016
"2 Boyle Road, Ridgewood",2015
"2 Bradshaw Crescent, Manning",2020
"2 Brady Road, Jarrahdale",2019
"2 Branksome Gardens, City Beach",2017
"2 Breaden Pass, Success",2020
"2 Brentwood Way, The Vines",2017
"2 Bridgeman Drive, Bennett Springs",2017
"2 Bridgewater Drive, Kallaroo",2017
