"address","year_sold","bedrooms","land_area","price"
"18 Gordon Street, Maida Vale",2018,4,815,510000
"18 Grand Paradiso Parade, Merriwa",2017,4,543,119000
"18 Grasswren Way, Alkimos",2020,4,375,470000
"18 Gray Court, Hamilton Hill",2020,3,166,329000
"18 Greenhill Court, Kallaroo",2017,5,851,920000
"18 Greenough Court, Jane Brook",2015,4,679,515000
"18 Hackett Street, Bellevue",2013,3,955,370000
"18 Haddington Street, Beldon",2018,4,714,595000
"18 Haflinger Drive, Henley Brook",2016,4,736,470000
"18 Hapuna Street, Butler",2020,4,510,350000
"18 Harbour Town Heights, Connolly",2017,4,806,699000
"18 Harding Close, Waikiki",2019,4,480,270000
"18 Harman Street, Belmont",2017,3,432,510000
"18 Harpenden Street, Huntingdale",2019,3,685,295000
"18 Harrington Waters Drive, Waikiki",2017,4,557,385000
"18 Harrisdale Drive, Harrisdale",2020,4,756,710000
"18 Hazeltine Court, Yanchep",2020,3,750,250000
"18 Heirisson Way, Victoria Park",2017,3,222,670000
"18 Helm Street, Maddington",2019,4,1248,470000
"18 Henley Park Rise, Pearsall",2017,4,648,520000
"18 Hickey Avenue, Daglish",2015,3,630,1070000
"18 Hidcote Way, Pearsall",2017,3,308,447500
"18 Hooley Street, Swanbourne",2015,3,592,1100000
"18 Horner Way, Herne Hill",2012,3,809,375000
"18 Hueston Lookout, Leda",2015,4,510,379000
"18 Hyland Way, Wilson",2017,4,680,615000
"18 Icterine Road, Eglinton",2017,4,375,428000
"18 Indle Street, Willagee",2017,3,767,460000
"18 Indooroopilly Place, Connolly",2014,4,1058,710000
"18 Inquirer Lane, Stratton",2014,3,581,418000
"18 Ironbark Terrace, Hammond Park",2019,4,594,550000
"18 Ivankovich Avenue, Beeliar",2020,3,612,450000
"18 Jimbell Street, Mosman Park",2017,4,770,2000000
"18 John Street, Darlington",2015,2,1663,547000
"18 Joondanna Drive, Joondanna",2018,4,860,600000
"18 Jordan Street, Haynes",2020,3,377,375000
"18 Jubaea Gardens, Mount Claremont",2016,3,482,960000
"18 Kendari Road, Clarkson",2018,5,465,600000
"18 Kenilworth Street, Maylands",2019,2,650,641000
"18 Kentia Close, Warnbro",2019,4,680,395000
"18 Keyes Street, Lathlain",2015,5,764,1765000
"18 Keystone Loop, Secret Harbour",2019,4,660,560000
"18 Kilborne Avenue, Quinns Rocks",2019,4,600,417500
"18 Kingsland Avenue, City Beach",2019,4,1174,2000000
"18 Kingsley Drive, Kingsley",2020,3,683,505000
"18 Kingston Heath Mews, Jandakot",2015,3,755,411381
"18 Kishorn Road, Applecross",2019,3,1011,937000
"18 La Spezia Drive, Secret Harbour",2018,4,726,490000
"18 Langham Street, Nedlands",2018,4,905,1900000
"18 Lapage Street, Belmont",2020,4,759,449000
"18 Lauraine Drive, Harrisdale",2020,4,496,535000
"18 Lautrec Loop, Ashby",2017,4,624,455000
"18 Leece Street, Coolbellup",2016,3,728,455000
"18 Leicester Crescent, Canning Vale",2019,4,508,510000
"18 Leonidas Road, North Coogee",2019,4,453,1110000
"18 Leopold Street, Nedlands",2018,4,1019,2200000
"18 Leslie Road, Middle Swan",2014,3,908,320000
"18 Linthorn Crescent, Greenmount",2019,3,1805,580000
"18 Liriope Parkway, Sinagra",2015,4,603,530000
"18 Locock Street, Ascot",2014,5,595,840000
"18 Lowan Loop, Karawara",2010,4,535,775000
"18 Lucinda Court, Huntingdale",2016,4,504,465000
"18 Lynn Street, Trigg",2014,4,574,1951000
"18 Macdermott Parade, Darch",2020,4,640,620000
"18 Madden Place, Huntingdale",2018,4,710,465000
"18 Mader Road, Mundijong",2014,4,910,399990
"18 Mallion Street, Embleton",2018,3,750,460000
"18 Manhattan Avenue, Iluka",2019,5,770,787000
"18 Mariners View, Mindarie",2018,4,612,810000
"18 Maritime Terrace, Coogee",2018,4,901,730000
"18 Markethill Road, Ridgewood",2017,4,686,499000
"18 Marquis Court, Gosnells",2018,4,741,345000
"18 Matthews Way, Stoneville",2015,4,2204,460000
"18 Mattison Way, Greenwood",2018,4,681,465000
"18 McClure Street, Safety Bay",2020,4,809,530000
"18 Mcdermott Road, Kwinana Town Centre",2013,3,203,153250
"18 Mckeown Court, Armadale",2018,3,727,210000
"18 McKim Street, Canning Vale",2020,4,731,590000
"18 McPherson Avenue, Clarkson",2019,4,610,410000
"18 Meadowbrook Boulevard, Dianella",2020,4,595,850000
"18 Melinga Court, Karawara",2006,3,258,367500
"18 Meredith Way, Koondoola",2013,4,688,443000
"18 Mereworth Way, Girrawheen",2017,3,692,365000
"18 Messina Avenue, Stirling",2018,4,666,1600000
"18 Michael Crescent, Boya",2014,4,1913,503000
"18 Midgegooroo Street, Ellenbrook",2019,4,422,340000
"18 Millimumul Way, Mullaloo",2016,5,539,725500
"18 Mills Road, Martin",2014,3,762,376000
"18 Minjah Circuit, Carramar",2019,4,700,577500
"18 Mitchell Street, Wooroloo",2013,4,2152,366000
"18 Moir Place, Midvale",2013,4,850,420000
"18 Monet Drive, Ashby",2020,4,540,439000
"18 Monroe Cross, Aveley",2019,4,450,385000
"18 Montelimar Elbow, Port Kennedy",2019,4,700,310000
"18 Montrose Street, Lynwood",2015,3,873,540000
"18 Mornington Drive, Banksia Grove",2020,4,603,389000
"18 Morrison Street, Redcliffe",2015,4,500,560000
"18 Muja Lane, Woodbridge",2018,3,280,480000
"18 Mulloway Court, Sorrento",2018,4,744,1200000
"18 Mulloway Place, Warnbro",2017,4,364,292500
"18 Munday Way, Medina",2018,3,728,200000
"18 Murphy Crescent, Bertram",2018,4,728,460000
"18 Musgrove Crescent, Boya",2014,3,1417,600000
"18 Mustang Drive, Henley Brook",2013,4,544,440000
"18 Mutiny Terrace, Quinns Rocks",2020,4,561,450000
"18 Narloo Way, Golden Bay",2018,3,300,300000
"18 Nash Street, Daglish",2017,3,637,882500
"18 NEEDLEWOOD RISE, Kenwick",2016,3,507,320000
"18 Nerang Mews, Merriwa",2017,5,763,400000
"18 Newmarket Street, Beaconsfield",2019,2,469,625000
"18 Nightingale Way, Warnbro",2019,3,501,255000
"18 Nodder Lane, Banksia Grove",2020,2,160,257000
"18 Noora Way, Quinns Rocks",2019,5,615,642000
"18 Norma Road, Alfred Cove",2016,3,541,1005000
"18 Normandy Parade, Currambine",2017,3,574,592000
"18 Northcliffe Avenue, Clarkson",2018,4,434,345000
"18 Novelli Parade, Piara Waters",2019,4,450,460000
"18 Oakover Street, East Fremantle",2019,3,674,1010000
"18 Oceanic Court, Port Kennedy",2018,4,692,255000
"18 Old York Road, Greenmount",2014,4,1596,545000
"18 Oldham Pass, High Wycombe",2018,4,647,635000
"18 Olding Street, Melville",2020,3,769,935000
"18 Olive Street, Guildford",2015,2,307,530000
"18 O'Mara Boulevard, Iluka",2019,3,360,725000
"18 Omaroo Terrace, City Beach",2017,3,360,1445000
"18 Opal Way, Mount Richon",2015,3,683,530000
"18 Orchid Street, Joondanna",2016,3,358,520000
"18 Oriana Place, Currambine",2017,4,809,674000
"18 Orkney Road, Greenwood",2018,4,683,690000
"18 Osaka Loop, Hocking",2018,4,590,570000
"18 Ostling Avenue, Bertram",2016,4,596,430000
"18 Pardalote Court, Beeliar",2017,3,384,477500
"18 PARK ROAD, Kenwick",2015,4,544,455000
"18 Parkfield Boulevard, Bertram",2020,4,621,380000
"18 Parkhill Way, Wilson",2016,4,760,646000
"18 Parkin Court, Eden Hill",2014,3,332,440000
"18 Parkin Way, Marangaroo",2018,4,537,385000
"18 Parkview Drive, Southern River",2019,4,375,555000
"18 Parsons Way, Innaloo",2019,3,398,560000
"18 Partridge Street, Orelia",2016,3,728,280000
"18 Pasalich Bend, Aveley",2018,4,700,548000
"18 Patfield Street, Myaree",2018,4,574,720000
"18 Pavo Close, Rockingham",2020,3,586,315000
"18 Peacock Avenue, Singleton",2015,4,586,510000
"18 Pearson Street, Ashfield",2018,4,487,430000
"18 Peoples Avenue, Gooseberry Hill",2016,3,1207,500000
"18 Perrona Gardens, Mullaloo",2017,4,906,860000
"18 Persian Grove, Karnup",2014,4,432,159000
"18 Phar Lap Road, Wattle Grove",2018,4,582,600000
"18 Piermont Avenue, Burns Beach",2017,4,544,760000
"18 Pilkington Street, Canning Vale",2020,4,450,465000
"18 Pinewood Avenue, Woodlands",2018,4,685,1310000
"18 Pleasant Mews, Marangaroo",2018,3,451,368000
"18 Ploughshare Place, South Lake",2016,4,723,472000
"18 Plumosa Crescent, Dayton",2018,3,266,317000
"18 Polyantha Gardens, Mirrabooka",2015,3,637,425000
"18 Pomarine Drive, Gwelup",2018,2,214,535000
"18 Ponte Vecchio Boulevard, Ellenbrook",2020,4,760,450000
"18 Porteous Road, Sorrento",2018,4,755,1100000
"18 Portsmouth Place, Waikiki",2019,3,707,339000
"18 Portsmouth Street, Jindalee",2018,4,524,530000
"18 Poseidon Road, Byford",2020,3,502,312000
"18 Powell Crescent, Brookdale",2015,3,831,322000
"18 Priestley Street, Embleton",2015,3,728,550000
"18 Priory Road, Maida Vale",2016,3,852,205000
"18 Putting Green, Maddington",2017,3,524,415000
"18 PYMORE CRESCENT, Butler",2019,3,359,320000
"18 Quorn Street, Wembley Downs",2018,4,606,1450000
"18 Radiata Street, Maddington",2018,3,683,165000
"18 Raeburn Crescent, Landsdale",2019,5,612,510000
"18 Rainham Avenue, Mindarie",2020,4,766,610000
"18 Ranthus Avenue, Bennett Springs",2015,4,510,450000
"18 Redcliffe Street, East Cannington",2016,4,1280,466620
"18 Reddington Way, Brentwood",2018,3,412,760000
"18 Redgate Court, Kiara",2015,4,570,495000
"18 Reen Street, St James",2019,3,649,455000
"18 Reeve Street, Swanbourne",2016,4,307,1755000
"18 Regatta Boulevard, Champion Lakes",2012,3,316,375000
"18 Regina Loop, Currambine",2018,4,769,682000
"18 Rheingold Place, Mirrabooka",2016,3,495,340000
"18 Rhine Way, Swan View",2018,2,258,190000
"18 Richmond Street, North Perth",2020,2,284,820000
"18 Rickman Street, Balcatta",2019,3,737,487000
"18 Ridgewood Boulevard, Ridgewood",2015,4,759,470000
"18 River View Terrace, Mount Pleasant",2020,4,656,1510000
"18 Roberta Street, Daglish",2014,3,381,901000
"18 Robinson Road, Darlington",2016,3,2091,530000
"18 Romani Court, Lockridge",2016,4,468,415000
"18 Romeo Road, Coolbellup",2017,3,729,438000
"18 Rosaglen Rise, Noranda",2018,4,761,720000
"18 Rowell Gardens, High Wycombe",2018,4,503,550000
"18 Roxwell Way, Girrawheen",2019,3,687,300000
"18 Rudall Court, Clarkson",2020,3,715,337500
"18 Sandgate Boulevard, Baldivis",2020,4,527,335000
"18 Sandilands Circuit, Tapping",2017,4,603,433000
"18 Sandover Road, Darlington",2019,5,1930,790000
"18 Sandra Way, Rossmoyne",2018,4,850,1150000
"18 Sarus Rise, Gwelup",2018,2,533,885000
"18 Scido Rise, Darch",2015,4,576,880000
"18 Seabird Bend, Jindalee",2016,4,609,699000
"18 Seafarer Way, Jindalee",2020,4,639,1100000
"18 Seagrove Boulevard, Merriwa",2018,3,450,310000
"18 Seashells Crescent, Singleton",2017,4,327,267000
"18 Seeadler Street, Clarkson",2019,3,240,360000
"18 Sefton Avenue, Viveash",2009,3,818,393000
"18 Serotina Lane, Aubin Grove",2016,4,436,555000
"18 Sharach Retreat, Hilbert",2018,4,2049,625000
"18 Sherwin Rise, Landsdale",2019,4,573,520000
"18 SHOREHAM TURN, Mindarie",2020,4,354,947000
"18 Sierra Nevada Ridge, Merriwa",2016,4,527,353000
"18 Silas Parade, Alkimos",2020,4,375,400000
"18 Silvereye Court, Beeliar",2020,4,511,485000
"18 Sittella Gardens, East Cannington",2016,4,547,627000
"18 Sittella Turn, Joondalup",2020,3,354,720000
"18 Smoke Bush Way, Ellenbrook",2019,8,543,380000
"18 Spence Street, Trigg",2014,4,1062,2250000
"18 Spinifex Way, Canning Vale",2020,4,735,540000
"18 St James Approach, Iluka",2017,5,727,950000
"18 St Kilda Road, Rivervale",2019,4,362,650000
"18 Stanford Road, Kallaroo",2016,4,765,720000
"18 Starlight Pass, Seville Grove",2017,5,525,335000
"18 Stevens Road, High Wycombe",2018,3,799,412000
"18 Stuart Street, Mosman Park",2020,3,421,880000
"18 Sullivan Way, Kardinya",2017,4,717,690000
"18 Sunart Close, Hamersley",2017,3,465,398000
"18 Susan Road, Madeley",2017,5,528,880000
"18 Swiftlet Way, Gwelup",2020,4,678,914000
"18 Swinford Approach, Butler",2019,4,483,410000
"18 Sylvan Way, Seville Grove",2018,4,534,428000
"18 Syree Court, Marmion",2018,3,719,1360000
"18 Talbot Road, Swan View",2017,4,971,480000
"18 Tarn Drive, Canning Vale",2020,3,468,541000
"18 Tarwarri Close, Hillman",2009,4,683,329000
"18 Taunton Way, Karrinyup",2020,3,728,920000
"18 Taylor Street, White Gum Valley",2016,4,123,790000
"18 Tella Street, Gooseberry Hill",2017,4,1200,810000
"18 Tenby Close, Merriwa",2017,4,581,400000
"18 Teneriffe Place, Mirrabooka",2015,3,675,435000
"18 The Lakes Boulevard, Jandakot",2015,4,645,575000
"18 The Ramble, Booragoon",2016,5,713,1000000
"18 Third Avenue, Shoalwater",2016,2,860,455000
"18 Tiller Road, Ocean Reef",2018,4,770,703000
"18 Tivoli Drive, Stirling",2017,5,456,1100000
"18 Tolbury Retreat, Kiara",2012,5,466,445000
"18 Toledo Drive, Hocking",2017,4,600,530000
"18 Townson Place, Leeming",2018,4,788,610000
"18 Trafalgar Place, Queens Park",2017,3,380,465000
"18 Triandra Drive, Helena Valley",2015,3,768,475000
"18 Tullow Gardens, Darch",2018,5,609,631000
"18 Tyne Crescent, Wanneroo",2020,4,601,975000
"18 Underwood Grove, Kardinya",2019,3,683,650000
"18 Vanderlin Crescent, Ridgewood",2016,4,510,412000
"18 Verona Street, Hocking",2019,4,585,560000
"18 Victoria Street, Redcliffe",2017,3,281,460000
"18 Virgilia Terrace, South Lake",2015,4,766,430000
"18 Vivian Way, Boya",2012,4,2023,525000
"18 Wagoora Way, Koongamia",2015,3,716,390000
"18 Wandoo Street, Mount Nasura",2015,4,966,452500
"18 Waratah Avenue, Dalkeith",2016,5,1173,2100000
"18 Warda Crescent, Forrestfield",2019,4,692,483000
"18 Warragoon Crescent, Attadale",2018,4,1096,1680000
"18 Warralong Crescent, Coolbinia",2017,4,880,2020000
"18 Waterside Crescent, Gwelup",2020,4,385,610000
"18 Wattlebird Crescent, Ellenbrook",2020,4,709,397000
"18 Waverley Road, Coolbellup",2016,3,728,262500
"18 Waxflower Bend, Huntingdale",2016,4,533,430000
"18 Waylen Street, Guildford",2018,2,625,785000
"18 Webb Street, Rossmoyne",2020,3,850,1455000
"18 Wendlebury Way, Eden Hill",2015,6,695,665000
"18 Wenstead Place, Stratton",2015,4,531,370000
"18 Wesley Way, Aveley",2020,3,299,429000
"18 Weston Terrace, Kelmscott",2019,3,823,326000
"18 Whitehaven Avenue, Burns Beach",2016,4,522,1200000
"18 Whitehead Street, Singleton",2018,4,910,375000
"18 Whitehorses Drive, Burns Beach",2020,4,601,1200000
"18 Whitfeld Terrace, Winthrop",2019,6,776,1085000
"18 Whittome Street, Middle Swan",2013,3,759,310000
"18 Wicks Street, Eden Hill",2019,3,691,380000
"18 William Street, Wattle Grove",2018,4,604,545000
"18 Williamson Avenue, Belmont",2016,3,845,485000
"18 Willow Bank Entrance, Gwelup",2020,4,651,1000000
"18 Wiltshire Avenue, Thornlie",2019,4,458,570000
"18 Winchester Place, Ballajura",2019,4,700,443500
"18 Winmarley Street, Floreat",2019,3,802,1105000
"18 Winston Crescent, Viveash",2011,4,1031,670000
"18 Winterthur Street, Landsdale",2020,4,448,515000
"18 Woodbridge Drive, Cooloongup",2019,4,703,380000
"18 Woolgar Way, Lockridge",2015,3,724,70830
"18 Woolmore Cross, Atwell",2017,4,2000,960000
"18 Wordsworth Drive, Darch",2016,4,612,615000
"18/1 Coojong Link, Success",2018,3,207,327000
"18/22 Fantail Drive, Bibra Lake",2015,2,117,369000
"18/5 Shoveler Terrace, Joondalup",2019,2,127,295000
"180 Bridgewater Drive, Kallaroo",2017,4,696,605000
"180 Douglas Avenue, Kensington",2016,3,446,860000
"180 Ferndale Crescent, Ferndale",2015,4,935,700000
"180 Grosvenor Road, North Perth",2020,3,575,920000
"180 Honeywood Avenue, Wandi",2017,4,495,605000
"180 Riseley Street, Booragoon",2017,4,809,835000
"180 Rutland Avenue, Carlisle",2018,3,1037,686000
"180 Sydenham Street, Kewdale",2018,3,500,675000
"180 Thomas Road, Glen Forrest",2013,4,2001,495000
"180 York Street, Subiaco",2018,3,203,1140000
"180a Alice Street, Doubleview",2020,3,645,604000
"180B Grand Promenade, Doubleview",2019,3,238,560000
"181 Cranleigh Street, Dayton",2016,3,270,410000
"181 Edgewater Drive, Edgewater",2019,4,774,722000
"181 Ninth Avenue, Inglewood",2018,3,721,785000
"181 Railway Road, Gooseberry Hill",2017,4,1453,410000
"181 Selby Street, Floreat",2018,5,451,920000
"181A Herbert Street, Doubleview",2020,3,663,650000
"182 Birkett Street, Dianella",2020,2,894,740000
"182 Coode Street, Como",2020,4,708,1451400
"182 Labouchere Road, Como",2019,4,880,735000
"182 Lakey Street, Southern River",2018,4,685,645000
"182 North Beach Drive, Tuart Hill",2017,4,376,425000
"182 Rockingham Road, Hamilton Hill",2018,4,747,407000
"182 Shaftesbury Avenue, Bedford",2017,3,484,570000
"182 Warton Road, Huntingdale",2017,4,645,360000
"182a Forest Lakes Drive, Thornlie",2020,3,722,372000
"183 Ardross Street, Ardross",2020,4,392,1270000
"183 Daglish Street, Wembley",2019,4,645,1100000
"183 Eddystone Avenue, Beldon",2016,4,704,510000
"183 ERINDALE Road, Hamersley",2018,4,1014,420000
"183 Ewen Street, Doubleview",2019,3,394,640000
"183 Lilburne Road, Duncraig",2018,3,742,595000
"183 Secret Harbour Boulevard, Secret Harbour",2019,4,691,475000
"183A Gibbs Street, East Cannington",2016,4,463,479000
"183A Salisbury Street, Bedford",2018,4,532,690000
"183B Huntriss Road, Doubleview",2018,3,326,590000
"184 Bennett Springs Drive, Bennett Springs",2015,5,548,520000
"184 Brenchley Drive, Atwell",2019,4,578,440000
"184 Currie Street, Warnbro",2018,3,598,235000
"184 Delgado Parade, Iluka",2018,4,745,685000
"184 Gaebler Road, Aubin Grove",2016,3,400,455000
"184 Glen Iris Drive, Jandakot",2015,4,668,590000
"184 Lagoon Drive, Yanchep",2020,4,601,515000
"184 Lilburne Road, Duncraig",2020,4,704,940000
"184A Newborough Street, Karrinyup",2019,3,378,1025000
"184a Royal Street, Yokine",2018,4,394,441000
"184C Mcdonald Street, Joondanna",2016,3,471,691000
"185 Bailup Road, Wooroloo",2014,4,2428,415000
"185 Balfour Street, Huntingdale",2017,4,607,450000
"185 Coolgardie Street, Mundaring",2016,4,1815,552500
"185 Erindale Road, Hamersley",2020,4,925,310000
"185 Mcdonald Street, Joondanna",2016,3,231,170000
"185 Rosebery Street, Bedford",2019,3,423,680000
"185 St Brigids Terrace, Scarborough",2019,3,692,645000
"185A Northstead Street, Scarborough",2019,3,693,725000
"186 Brenchley Drive, Atwell",2017,4,578,500000
"186 Douglas Avenue, Kensington",2018,3,470,750000
"186 Fendam Street, Warnbro",2020,4,711,485000
"186 Glen Iris Drive, Jandakot",2015,4,825,710000
"186 Kenwick Road, Kenwick",2020,3,683,360000
"186 Smirk Road, Baldivis",2020,4,460,386000
"186 Weaponess Road, Wembley Downs",2018,4,1061,1325000
"187 Bridgewater Drive, Kallaroo",2018,4,750,520000
"187 Currie Street, Warnbro",2018,4,642,375000
"187 Edgewater Drive, Edgewater",2017,4,792,605000
"187 Fremantle Road, Gosnells",2018,3,809,233000
"187 MAIDA VALE ROAD, High Wycombe",2019,4,599,400000
"187 Selby Street, Floreat",2018,4,836,1285000
"187 Winterfold Road, Coolbellup",2016,4,728,514500
"188 Eighth Avenue, Inglewood",2017,3,230,790000
"188 Gaebler Road, Aubin Grove",2017,3,400,453000
"188 Kenwick Road, Kenwick",2015,4,685,405000
"1880 Richardson Road, Parkerville",2017,3,1999,470000
"188B Kew Street, Kewdale",2020,3,437,300000
"189 Bishopsgate Street, Carlisle",2018,3,466,625000
"189 Coode Street, Bedford",2017,3,697,685000
"189 Hampton Road, South Fremantle",2015,3,581,750000
"189A Ninth Avenue, Inglewood",2017,2,313,730000
"189A South Street, Beaconsfield",2016,3,328,540000
"189B Burniston Street, Scarborough",2020,4,285,855000
"18A Apollo Way, Carlisle",2017,3,797,400000
"18a Broadway, Embleton",2015,4,389,545000
"18A Cromer Road, Brentwood",2017,2,277,430000
"18A Davenport Street, Karrinyup",2018,2,810,480000
"18A Devon Way, Lynwood",2016,4,378,458000
"18A East Street, Guildford",2014,4,1247,1450000
"18A Fantail Way, Huntingdale",2018,4,328,330000
"18A Gosford Meander, Ashby",2014,3,627,430000
"18A Hilda Road, Waikiki",2018,4,610,660000
"18A Kemp Street, Pearsall",2018,4,383,418000
"18A Killilan Road, Applecross",2017,4,422,1650000
"18a King Albert Road, Trigg",2016,3,1003,1550000
"18A Lagoon Place, Beldon",2020,4,547,232000
"18a Latham Street, Alfred Cove",2020,4,545,790000
"18A Leverburgh Street, Ardross",2017,3,493,750000
"18A Mabena Place, Ocean Reef",2017,4,508,1460000
"18A Michael Crescent, Boya",2009,5,2084,680000
"18A Milroy Street, Willagee",2018,3,384,523500
"18a Nola Avenue, Scarborough",2020,4,374,835000
"18A Noreatt Place, Leeming",2019,3,338,495000
"18A Parsons Avenue, Manning",2019,4,454,880000
"18a Purkiss Street, Cannington",2016,3,630,445000
"18A Radney Street, Willagee",2017,3,365,577750
"18A Raymond Street, Mount Pleasant",2018,3,416,742000
"18A Rome Road, Alfred Cove",2016,3,535,755000
"18A Selway Road, Brentwood",2018,3,375,606000
"18A Swan Street, Osborne Park",2017,3,335,525000
"18a Tulipwood Place, South Lake",2020,3,459,350000
"18A Tyre Avenue, Riverton",2018,5,506,1020000
"18B Aldercress Rise, Connolly",2014,4,902,530000
"18B Apollo Way, Carlisle",2017,2,391,400000
