ADDRESS,PRICE
"12B Mandala Crescent, Bateman",520000
"12B Marr Street, Myaree",606000
"12B Montreal Road, Woodbridge",510000
"12B Senate Street, Claremont",1712500
"12B Troy Avenue, Marmion",805000
"12B View Court, Edgewater",525000
"12B Webber Street, Willagee",510000
"12B Wongan Avenue, White Gum Valley",750000
"12C Arthur Street, Inglewood",885000
"13 Abercairn Way, Parkwood",600000
"13 Adamson Road, Parmelia",255000
"13 Adela Place, Warwick",735000
"13 Agnew Loop, Gwelup",867000
"13 Alderbury Street, Floreat",1560000
"13 Aldersyde Meander, Baldivis",340000
"13 Alexander Drive, Menora",1000000
"13 Alfonso Street, North Perth",1245000
"13 Alice Road, Cardup",420000
"13 Alumni Terrace, Churchlands",1000000
"13 Anstey Street, Mundijong",300000
"13 Antigonus Street, Coolbellup",445000
"13 Approach Road, Boya",660000
"13 Apus Loop, Waterford",1120000
"13 Aquila Close, Rockingham",280000
"13 Argyle Street, Bentley",420000
"13 Armistice Way, Warnbro",315000
"13 Arundel Street, Fremantle",1125000
"13 Astral Avenue, Carlisle",775000
"13 Avon Crescent, Viveash",435000
"13 Bacon Place, Beechboro",330000
"13 Baker Court, Langford",332000
"13 Baldessin Avenue, Harrisdale",690000
"13 Ballantine Road, Warwick",560000
"13 Balmain Road, Greenmount",455000
"13 Balyat Way, Wattle Grove",430000
"13 Bannon Street, Singleton",440000
"13 Barang Circuit, Karawara",895000
"13 Barnden Road, Helena Valley",580000
"13 Barranduna Drive, Mount Nasura",442500
"13 Barrington Avenue, Champion Lakes",585000
"13 Battye Road, Kardinya",1420000
"13 Baumea Turn, Hammond Park",525000
"13 Bedford Road, Ardross",1375000
"13 Belmont Close, Port Kennedy",320000
"13 Benjafield Way, Hamersley",620000
"13 Beor Way, Herne Hill",159000
"13 Berkeley Way, Orelia",360000
"13 Biarritz Pass, Port Kennedy",550000
"13 Bilcich Gardens, Spearwood",450000
"13 Billabong Way, Mount Nasura",630200
"13 Blackwood Drive, Mount Nasura",740000
"13 Blaven Way, Ardross",1650000
"13 Blay Road, Calista",332500
"13 Boongala Close, Karawara",750000
"13 Boronia Avenue, Nedlands",1620000
"13 Boronia Court, Thornlie",497000
"13 Bourke Street, Kensington",1210000
"13 Bradley Court, Samson",760000
"13 Bradshaw Street, Eden Hill",445000
"13 Brandis Court, High Wycombe",400000
"13 Brentwood Avenue, Brentwood",1470000
"13 Bricknell Road, Attadale",1980000
"13 Brindle Street, Coolbellup",397500
"13 Bristlebird Circuit, Alkimos",635000
"13 Broadbeach Place, Waikiki",307000
"13 Burlinson Crescent, Koondoola",375000
"13 Bynder Lane, Medina",275000
"13 Caladenia Way, Koongamia",320000
"13 Caldwell Place, Carine",845000
"13 Calilly Way, Baldivis",399000
"13 Calis Avenue, Iluka",815000
"13 Camm Place, Beechboro",570000
"13 Carbine Bend, Byford",340000
"13 Carbine Drive, Wattle Grove",515000
"13 Cardiff Loop, Huntingdale",455000
"13 Carnation Place, Yangebup",405000
"13 Carvie Street, Hillman",272000
"13 Casitas Street, Champion Lakes",435000
"13 Castella Drive, Caversham",510000
"13 Castellon Crescent, Coogee",830000
"13 Centaur Street, Kallaroo",530000
"13 Chalmers Street, Fremantle",1600000
"13 Chambers Way, Noranda",625000
"13 Chariot Turn, Harrisdale",519000
"13 Chaucer Close, Spearwood",300000
"13 Cheshunt Gardens, North Lake",860000
"13 Chicago Street, Southern River",630000
"13 Chieftain Street, Bertram",370000
"13 Chiltern Avenue, Brookdale",224910
"13 Chilton Street, Willagee",367000
"13 Citrus Grove, High Wycombe",470000
"13 Clarke Way, Bateman",710000
"13 Clondyke Drive, Byford",410000
"13 Colorino Avenue, Caversham",630000
"13 Congdon Avenue, Beeliar",435000
"13 Connelly Place, Mount Helena",630000
"13 Constitution Gardens, Bibra Lake",617500
"13 Conti Road, Ashby",515000
"13 Coolga Road, Koongamia",315000
"13 Cooralya Avenue, Golden Bay",333000
"13 Coral Street, South Fremantle",1250000
"13 Corbett Way, Booragoon",810000
"13 Cormack Road, Alfred Cove",975000
"13 Corrour Bend, Bertram",360000
"13 Crago Road, Leeming",717500
"13 Cranford Avenue, Brentwood",1330000
"13 Crowley Vista, Salter Point",1350000
"13 Crown Terrace, Coogee",650000
"13 Cygnus Parade, Waterford",1380000
"13 Cygnus Road, Ascot",915000
"13 Daphne Street, North Perth",870000
"13 Daran Way, Byford",410000
"13 Darius Drive, Kwinana Town Centre",151600
"13 Darter Way, Maida Vale",760000
"13 Davallia Road, Duncraig",585000
"13 Davey Road, Mundijong",165000
"13 Dawn Road, Walliston",600000
"13 Dean Place, Lockridge",280000
"13 Debutante Close, Huntingdale",331000
"13 Della Road, Noranda",650000
"13 Diana Crescent, Lockridge",390000
"13 Dianella Road, Hammond Park",705000
"13 Donavon Rise, Murdoch",375000
"13 Doradeen Close, Hillman",330000
"13 Dumbarton Crescent, Menora",1520000
"13 Dunford Street, Willagee",757000
"13 Dunlin Way, Gwelup",815000
"13 Ebro Way, Willetton",752000
"13 Edulis Avenue, Aubin Grove",560000
"13 ELEKTRA TERRACE, Shoalwater",430000
"13 Ellis Court, Medina",303500
"13 Empress Crescent, Atwell",599000
"13 Est Lane, Ashby",455000
"13 Evington Pass, Landsdale",580000
"13 Farrant Street, Gooseberry Hill",833000
"13 Farrington Street, Warnbro",395000
"13 Fawell Street, Midland",310000
"13 Federal Street, Osborne Park",482000
"13 Federation Drive, Singleton",425000
"13 Ferguson Street, Alfred Cove",1180000
"13 Fernlea Street, Warwick",501000
"13 Finch Mews, Serpentine",582000
"13 First Avenue, Rossmoyne",1260000
"13 Flinders Avenue, Hillarys",655000
"13 Forrest Street, Mount Lawley",1050000
"13 Fourmile Avenue, Burns Beach",1280000
"13 Fourth Avenue, Mount Lawley",1287500
"13 Framton Way, Madeley",430000
"13 Francis Avenue, Karrinyup",750000
"13 French Street, Ashfield",392000
"13 Fulvous Loop, Eglinton",540000
"13 Galaxy Way, Carlisle",550000
"13 Gambar Court, Bentley",400000
"13 Garden Street, Swanbourne",2000000
"13 Germain Way, Lockridge",280620
"13 Giallo Way, Eglinton",355000
"13 Gibson Street, Langford",488000
"13 Gilba Close, Hillman",355000
"13 Gladman Way, Karrinyup",835000
"13 Gladstone Avenue, South Perth",1100000
"13 Gladstone Road, Leeming",765000
"13 Glastonbury Way, Wattle Grove",645000
"13 Glenelg Avenue, Wembley Downs",1125000
"13 Golden Ash Gardens, Helena Valley",520000
"13 Grand Ocean Boulevard, Port Kennedy",325000
"13 Granesse Drive, Ellenbrook",310000
"13 Haflinger Drive, Henley Brook",560000
"13 Haig Street, Ashfield",485000
"13 Hanley Street, Stoneville",645000
"13 Hanlin Way, Samson",495000
"13 Hardaker Street, Eden Hill",455000
"13 Harford Avenue, Viveash",360000
"13 Harold Road, Maida Vale",455000
"13 Harper Street, Woodbridge",620000
"13 Hartwell Parade, Jandakot",635000
"13 Hayward Parade, Coogee",710000
"13 Hazelwood Road, Maddington",335000
"13 Hebbard Street, Samson",730000
"13 Heliconia Turn, Stirling",845000
"13 Hera Close, Cooloongup",265000
"13 Hesford Avenue, Mount Pleasant",1580000
"13 Hewson Place, Maida Vale",690000
"13 Higgs Court, Brookdale",199000
"13 Highbury Boulevard, Baldivis",650000
"13 Hiscox Place, Redcliffe",365000
"13 Hockin Street, Willagee",560000
"13 Hollett Road, Stoneville",512500
"13 Holton Way, Cannington",486100
"13 Honeypot Way, Churchlands",1600000
"13 Hope Avenue, Salter Point",1450000
"13 Horner Way, Herne Hill",377000
"13 Hovea Crescent, Walliston",279000
"13 Hoyle Road, Medina",240000
"13 Hubert Street, Guildford",795000
"13 Hurstford Close, Peppermint Grove",1000000
"13 Hutt Way, Gosnells",325000
"13 Impressions Way, Singleton",485000
"13 Indiana Parade, Singleton",799000
"13 Ingvarson Way, Bibra Lake",445950
"13 Inverness Crescent, Menora",2000000
"13 Inwood Place, Murdoch",870000
"13 Isma Court, Mundijong",400000
"13 Ivythorne Grove, Kiara",400000
"13 James Street, Guildford",465000
"13 Jenniphur Court, Atwell",452500
"13 Jinda Road, Koongamia",275000
"13 Jordan Street, Haynes",215000
"13 Joshua Close, Bibra Lake",795000
"13 Joudah Court, High Wycombe",412000
"13 Judge Avenue, Claremont",929400
"13 Kalara Road, Koongamia",380000
"13 Karda Way, Bertram",440000
"13 Kardan Circuit, Karawara",650000
"13 Karinga Way, Harrisdale",515000
"13 Kathleen Street, Bassendean",425000
"13 Kelly Close, Parmelia",249000
"13 Kempenfeldt Avenue, Sorrento",750000
"13 Kennack Vista, Atwell",590000
"13 Kershaw Gardens, Leeming",835000
"13 Keystone Loop, Secret Harbour",360000
"13 Killara Drive, Willetton",410000
"13 Kilto Close, Ballajura",390000
"13 Kingston Heath Mews, Jandakot",980000
"13 Koolyanga Road, Mullaloo",491000
"13 Kooralbyn Valley Crescent, Jandakot",812000
"13 Kulbardi Way, Harrisdale",455000
"13 Kunzea Close, Maida Vale",640000
"13 La Seyne Crescent, Warnbro",1050000
"13 Lanark Street, Menora",1320000
"13 Landers Road, Lesmurdie",485000
"13 Larundel Road, City Beach",1865000
"13 Laurina Turn, Baldivis",320000
"13 Leake Street, Forrestdale",410000
"13 Lefroy Road, Mount Nasura",380000
"13 Leslie Road, North Fremantle",1150000
"13 Lewis Jones Cross, Stratton",395000
"13 Lifford Road, Floreat",1510000
"13 Light Street, Shoalwater",445000
"13 Limonite Court, Forrestfield",425000
"13 Linthorn Crescent, Greenmount",592000
"13 Lintonmarc Drive, Redcliffe",550000
"13 Lofties Street, Forrestdale",335000
"13 Lombadina Parade, Secret Harbour",693000
"13 Lorrimar Place, Murdoch",790000
"13 Lowan Loop, Karawara",460000
"13 Lowannaa Road, Martin",485000
"13 Lupin Way, Coogee",700000
"13 Lyndhurst Crescent, Wellard",305000
"13 MacHans Link, Burns Beach",721000
"13 Maley Street, Ashfield",430000
"13 Mallard Avenue, Bibra Lake",675000
"13 Manjimup Place, Gwelup",800000
"13 Manxton Way, Lynwood",412000
"13 Maple Street, Lathlain",868000
"13 Mapleton Drive, Yanchep",225700
"13 Mapstone Gardens, Murdoch",613000
"13 Marble Road, Byford",355000
"13 Mardella Street, Coolbinia",1100000
"13 Marradong Street, Coolbinia",810000
"13 Marriott Road, Boya",399000
"13 Marshall Way, Samson",560000
"13 Marshwood Retreat, Bibra Lake",620000
"13 Massey Way, Rossmoyne",1150000
"13 Matthews Way, Stoneville",542000
"13 Mauritius Court, Waikiki",255000
"13 May Street, Bayswater",585000
"13 Mcallister Way, Beechboro",365500
"13 Mccallum Avenue, Daglish",1365000
"13 McCoy Street, Melville",1235000
"13 McGuiness Drive, Leeming",790000
"13 McGuiness Turn, Wattle Grove",455000
"13 Mckenzie Road, Samson",695000
"13 Mears Way, Hilbert",225000
"13 Melrose Crescent, Menora",2100000
"13 Melville Street, Cottesloe",2100000
"13 Merimbula Way, Secret Harbour",580000
"13 Mettam Street, Trigg",1102000
"13 Mileura Street, Golden Bay",529000
"13 Millar Street, Beechboro",488000
"13 Millington Street, Ardross",870000
"13 Milroy Street, Willagee",585000
"13 Mirabeau Mews, Bibra Lake",689000
"13 Monaco Avenue, North Lake",610000
"13 Monroe Turn, Success",640000
"13 Mons Street, Ashfield",439000
"13 Morrison Road, Woodbridge",405000
"13 Munsie Avenue, Daglish",1150000
"13 Nairn Road, Bickley",460000
"13 Nandina Avenue, Mount Claremont",1155000
"13 Nattai Court, Armadale",218000
"13 Nectarine Way, Forrestfield",360000
"13 Neumann Grove, Winthrop",1800000
"13 Newfound Street, Secret Harbour",490000
"13 Newry Street, Floreat",1785000
"13 Ninth Road, Brookdale",373000
"13 Nolan Way, Bateman",797500
"13 Norring Street, Cooloongup",260000
"13 Northcote Street, Harrisdale",780000
"13 Nurrari Close, Waikiki",325000
"13 Nutcote Road, Banksia Grove",444500
"13 Nuytsia Lane, Churchlands",1235000
"13 Odell Street, Secret Harbour",345000
"13 Old Brickworks Road, Byford",535000
"13 Omagh Grove, Waterford",1300000
"13 Orana Crescent, Brentwood",1250000
"13 Otram Way, Churchlands",1350000
"13 Ottaway Street, Kelmscott",270000
"13 Ozone Road, Marmion",1000000
"13 Paddington Court, Bibra Lake",538000
"13 Pardalote Road, Harrisdale",558000
"13 Parkfield Boulevard, Bertram",375000
"13 Parkfield Road, Kelmscott",250000
"13 Pearce Court, Huntingdale",517000
"13 Pedder Way, Parmelia",155000
"13 Peggs Place, Leeming",855000
"13 Piesse Way, Helena Valley",451000
"13 Pinaster Street, Menora",720000
"13 Pindari Road, Lesmurdie",565000
"13 Pinnata Mews, Churchlands",1480000
"13 Pinot Loop, Pearsall",455000
"13 Pivac Court, Kenwick",430000
"13 Porter Gardens, Leda",290000
"13 Portsea Gardens, Jandakot",625000
"13 Potter Street, Huntingdale",430000
"13 Powderbark Bypass, Kenwick",385000
"13 Prince Regent Gate, Bertram",400000
"13 Princess Road, Doubleview",1060000
"13 Protector Grove, Roleystone",750000
"13 Province Road, Baldivis",345000
"13 Provincial Mews, Bibra Lake",610000
"13 Pulsano Mews, Secret Harbour",615000
"13 Pyrmont Place, Greenmount",410000
"13 Radford Place, Safety Bay",590000
"13 Railway Crescent, Herne Hill",378000
"13 Rason Parade, Bellevue",370000
"13 Recreation Road, Kalamunda",1225000
"13 Redfox Crescent, Huntingdale",400000
"13 Redtingle Road, Camillo",215000
"13 Redunca Close, Helena Valley",480000
"13 Reliance Court, Waikiki",425000
"13 Reveley Court, Samson",640000
"13 Rhodes Crescent, Calista",330000
"13 Rickett Street, Haynes",185000
"13 Riebe Avenue, Kewdale",616000
"13 Rigoll Court, Mundijong",390000
"13 Ripple Way, Bateman",903000
"13 Risley Way, Carine",880000
"13 Riverside Road, East Fremantle",1800000
"13 Robin Street, Menora",1500000
"13 Rocky Road, Wandi",460000
"13 Roderick Close, Gosnells",240000
"13 Rooney Street, Clarkson",342500
"13 Rose Street, South Fremantle",1022500
"13 Rowan Place, Woodlands",1425000
"13 Roxwell Way, Girrawheen",280000
"13 Russell Road, Maida Vale",395000
"13 Sadlier Court, Stoneville",470000
"13 Sain Road, Coogee",847000
"13 Salen Court, Ardross",859000
"13 Salisbury Road, Midvale",380000
"13 Sapphire Crescent, Balcatta",550000
"13 Sarah Ann Crescent, Warnbro",280000
"13 Scott Street, Guildford",605000
"13 Scythe Street, Willetton",567000
"13 Seabreeze Avenue, Burns Beach",940000
"13 Selby Street, Armadale",206000
"13 Sellen Court, Leeming",720000
"13 Sellenger Avenue, Samson",480000
"13 Sessilis Crescent, Wattle Grove",500000
"13 Seville Way, Aubin Grove",615000
"13 Sheaf Way, Harrisdale",420000
"13 Sherbrooke Heights, Noranda",677000
"13 Shipton Loop, Ashby",445000
"13 Shirley Road, Walliston",467000
"13 Sieber Road, Banksia Grove",450000
"13 Silich Court, Mundijong",590000
"13 SIMONY Street, Brabham",420000
"13 Singleton Beach Road, Singleton",400000
"13 Slate Way, Eglinton",410000
"13 Snowy Lane, Hilbert",300000
"13 Solandri Bend, Banksia Grove",455000
"13 Sonnet Close, Woodlands",1345000
"13 South Street, South Fremantle",1205000
"13 Sowden Drive, Samson",685000
"13 Springbrook Chase, Aubin Grove",622500
"13 St Michaels Court, Cooloongup",346000
"13 Stewartby Crescent, Viveash",374000
"13 Stoneman Street, Karrinyup",1120000
"13 Strelley Road, Golden Bay",447000
"13 Stringybark Drive, Forrestfield",422000
"13 Stubbs Terrace, Daglish",1060000
"13 Success Crescent, Salter Point",1430000
"13 Summershill Gate, Kenwick",390000
"13 Swanson way, Secret Harbour",550000
"13 Sweeting Street, Woodlands",1647500
"13 Swincer Way, Koondoola",440000
"13 Tangadee Road, Golden Bay",392000
"13 Tangerine Close, Seville Grove",335000
"13 Tarner Court, Balga",392000
"13 Teakdale Close, Safety Bay",345000
"13 Templar Pass, Wattle Grove",620000
"13 Temple Way, Piara Waters",613000
"13 Tewson Road, Camillo",210000
"13 Tivoli Drive, Stirling",920000
"13 Trafalgar Place, Queens Park",498000
"13 Trafalgar Road, Lesmurdie",450000
"13 Tranquility Place, Maddington",375000
"13 Treecrest Cove, Willetton",722500
"13 Treetop Way, Mount Helena",650000
"13 Tritonia Rise, Thornlie",475000
"13 Trotman Court, Brookdale",279000
"13 Truslove Close, Willagee",565000
"13 Tulum Approach, Iluka",1045000
"13 Turnix Road, Gwelup",1050000
"13 Turtle Point Cove, Jandakot",709000
"13 Ulster Road, Floreat",1950000
"13 Unicorn Street, Bertram",405000
"13 Victoria Parade, Midvale",340000
"13 Villiers Way, Parkwood",450000
"13 Vitis Chase, Ashby",265000
"13 Waddell Road, Palmyra",1100000
"13 Waltham Court, Bateman",890000
"13 Walton Crescent, Mundijong",500000
"13 Wangalla Road, Koongamia",207000
"13 Wanliss Street, Jarrahdale",285000
"13 Waterway Cove, Seville Grove",435000
"13 Wellard Road, Calista",352000
"13 Wellman Street, Guildford",635000
"13 Westbourne Way, Lynwood",520000
"13 Westland Place, Waterford",1438000
"13 Westmorland Street, East Victoria Park",617500
"13 Weston Street, Carlisle",610000
"13 Weybridge Drive, Wellard",330000
"13 Whistler Green, Brookdale",290000
"13 Wilsmore Street, Daglish",1060000
"13 Wilson Street, Wooroloo",337000
"13 Winterbell Court, Churchlands",1215000
"13 Winthrop Drive, Winthrop",770000
"13 Wonil Way, Karawara",762000
"13 Wood Court, Lesmurdie",540000
"13 Woodard Road, Byford",400000
"13 Woodlands Street, Menora",1150000
"13 Yabera Road, Forrestfield",460000
"13 Yalgoo Avenue, White Gum Valley",672500
"13 Zamia Street, Mount Claremont",1015000
"13 Zedora Loop, Port Kennedy",385000
"13/153 Sevenoaks Street, Cannington",273880
"13/16 Coneflower Corner, Churchlands",935000
"13/21 Anstey Street, Claremont",595000
"13/26 Mangosteen Drive, Forrestfield",302000
"13/40 Hollins Bend, Madeley",425000
"13/5 Marsh Road, Mount Richon",390000
"13/7 Barfield Road, Hammond Park",320000
"130 Broadway, Bayswater",625000
"130 Bushmead Road, Hazelmere",480000
"130 Calista Avenue, Calista",230000
"130 Challenger Avenue, Parmelia",315000
"130 Charles Riley Road, Trigg",822500
"130 Clifton Crescent, Inglewood",585000
"130 Coolgardie Avenue, Redcliffe",545000
"130 Cordelia Avenue, Coolbellup",515000
"130 Drake Street, Embleton",320000
"130 Dunedin Street, Mount Hawthorn",1125000
"130 Edward Street, Osborne Park",500000
"130 Gay Street, Huntingdale",339000
"130 Glen Iris Drive, Jandakot",880000
"130 Jersey Street, Jolimont",1610000
"130 Liberty Drive, Clarkson",420000
"130 Osprey Drive, Yangebup",390000
"130 Penguin Road, Safety Bay",687500
"130 Petra Street, Bicton",1580000
"130 Roxburghe Drive, The Vines",900000
"130 Scott Street, Boya",385000
"130 Second Avenue, Eden Hill",440000
"130 Spencer Road, Langford",360000
"130 Waddington Crescent, Koondoola",407500
"130 Willespie Drive, Pearsall",429000
"130 Wright Road, Harrisdale",775000
"1300 Coulston Road, Boya",485000
"130A Watkins Street, White Gum Valley",800000
"131 Calista Avenue, Calista",330000
"131 Carosa Road, Ashby",470000
"131 Castlecrag Drive, Kallaroo",1270000
"131 Cedric Street, Stirling",719000
"131 Dampier Avenue, Mullaloo",610000
"131 Hale Road, Forrestfield",415000
"131 Hampton Road, South Fremantle",710000
"131 Hope Street, White Gum Valley",728000
"131 Lakey Street, Southern River",720000
"131 Lissadell Street, Floreat",1254500
"131 Milina Street, Hillman",255000
"131 Milverton Avenue, Karrinyup",707000
